surname,speaker,previous_surname,previous_speaker,speech
"","","fazio","Mr. Fazio","media oligarchies, including my hometown favorite Ted Turner, whose \nBraves just did a wonderful job, but who now is part of a huge \nsystem at Time Warner--including the rise of Disney/ABC.\n     We have to look at the rise of foreign money. When Hong \nKong closes down, there will be a whole wave of new \nbillionaires who arrive in America. What will their power do? \nRome collapsed in part because it couldn't cope with the money \nthat came out of Asia as the Roman Empire expanded.\n    And what do we do in a world market where people can \ntransfer billions of dollars into this country from anywhere on \nthe planet, whether it is cocaine dealers in Colombia or it is \nRussian Mafia or it is legitimate honest Chinese businessmen \nafraid of what may happen to Hong Kong? What do we do about the \nrise of millionaires and billionaires?\n    I have to say with great candor, I think it is very \ndangerous for this country to have the dramatic increase in \npurchasing offices, whether it is Mr. Perot's effort to \npurchase the presidency or it is good friends of ours who want \nto purchase Senate seats or it is honest reasonable Members who \nwant to purchase House seats. And the fact is, that is in part \na reaction to the collapse of the parties and to the fact that \nwe have all too many--the incumbents have too much power and \nonly millionaires are competitive.\n     We also have to look at the decay of political parties, \nwhich I will return to. But I think this is the core place \nwhere Common Cause is just plain wrong. To focus on election \ncampaign reform, without putting it in a political party \nsystemic approach, is a profound mistake. And I will come back \nto that.\n     I also think we have to recognize that all of the growth \nof our society, 260 million people, a worldwide system of \ncommerce and military power, an information age explosion of \ndata, means that the average citizen today feels more alienated \nand more isolated, and there frankly I found most sobering \nreading Peter Green's ``From Alexander to Actium'' and his \ndescription, his vivid description of the collapse of civic \nlife in Greece and its parallel in Greek drama, as it went from \nserious plays about serious public policy to soap operas and \nlight comedies, because Greek citizens just psychologically \nwithdrew from the process of self-government because it became \ntoo hard.\n     Senator Dole and I have discussed and will propose a \ncommission. This is my response which I promised after New \nHampshire. I believe we should have a commission on power and \npolitical reform on the information age, not narrowly on \ncampaigns. I believe that commission should have eight members \nfrom each side, eight recommended by Senator Dole and myself, \neight recommended by the President, Mr. Gephardt and Mr. \nDaschle.\n     I believe that commission should meet regularly and have \nadequate funding. I think it should have exhaustive hearings \nand I think it should report by May 1st. I think the report \nshould be in two parts. On any item in which two-thirds of the \ncommissioners agree, I believe they should come to the Floor of \nthe House and Senate, much like the Base Closing Commission.\n     On any item which gets a simple majority, I believe it \nshould come up as a recommendation which we would have an \nobligation to hold hearings on and consider in a second bill. I \nwould like us "
break,break,break,break,break
"","","fazio","Mr. Fazio","to spend the summer of next year restoring honest self-government and \nhave passed a bill before the end of the session so that we \ncould go into the fall campaign knowing that we have done our \njob.\n     Now, let me outline a few things.\n     In parallel to the commission, which I hope the President \nwill accept and sign and I hope we can frankly offer on a \nbipartisan basis and pass on a bipartisan basis, my hope is \nthat this committee will hold a series of hearings of historic \nimportance over the course of the next four or five months. And \nI want to outline what I think you should look at.\n     Let me start by citing David Broder talking about our \ncurrent political situation. And this is a direct quote from \nBroder."
break,break,break,break,break
"","","fazio","Mr. Fazio","    The governmental system is not working because the \npolitical parties are not working. The parties have been \nweakened by their failure to adapt to some of the social and \ntechnological changes taking place in America, but even more, \nthey are suffering from simple neglect, neglect by presidents \nand public officials but particularly neglect by the voters."
break,break,break,break,break
"","","fazio","Mr. Fazio","     He goes on to say,"
break,break,break,break,break
"","","fazio","Mr. Fazio","    What we have is a society in which discontent, disbelief, \ncynicism and political inertia characterize the public mood; a \ncountry whose economy suffers from severe dislocations, whose \ncurrency is endangered, where increasing numbers of people and \neven giant enterprises live on the public dole, a country whose \ntwo races continue to withdraw from each other in growing \nphysical and social isolation, a country whose major public \ninstitutions command steadily less allegiance from its \ncitizens; whose education, transportation, law enforcement, \nhealth and sanitation systems fall short of filling their \nfunctions * * * and a country still far from reconciling its \ninternational responsibilities with its unmet domestic needs. \nWe are in trouble, and now, unlike a decade ago, the people \nknow it. The question is: Can we still save ourselves from \ndeadlock without sacrificing our democracy?"
break,break,break,break,break
"","","fazio","Mr. Fazio","     Eloquent words, written in 1971 in a book called ``The \nParty is Over,'' which is, I think, a superb introduction to \nthe decay of the American political party, which I think is one \nof the keys to re-establishing where we are going.\n     The reason I say that is that power has to be mediated. \nSomebody has to be able to bring together the long-term \nresponsibilities of where we are going with the immediate \nrequirement of running for office. Somebody has to say to \naverage citizens of average wealth, with an average amount of \ntime: Here is a rational way to organize your involvement as a \ncitizen. And that structure has been for 200 years the \npolitical parties, first invented by Jefferson and Madison and \nBurr in the origin of the longest-lived and greatest of our \nparties, the Democratic Party, which is the longest existing \npolitical organization in the world.\n    Because the parties have collapsed, the opportunity for \nmiddle class people to rise has gone down. When I entered the \nHouse in 1979, 24 of my fellow Members were millionaires. That \nnumber today is 61, every seventh Member of the House. That is \nprofoundly disturbing. The Senate is far more dominated by \nmillionaires.\n     And we see around the country, on a bipartisan basis, \nmillionaires who buy office, and that's what it is. The writing \nof a large enough check to hire the modern version of political \nbosses, hired hacks who go from state to state often using \nliterally the same ad, simply redesigning it for the newest \nshot, almost always negative, almost always irresponsible, and \noften totally dishonest, on a bipar"
break,break,break,break,break
"","","fazio","Mr. Fazio","tisan basis. And we produced a campaign system none of us can be proud \nof and which serves the country ill.\n     One minor suggestion I am going to suggest to you, and I \nhave a number of suggestions as I go through this, but one for \nyou to consider is that, one, we look at the degree to which \nincumbent protection leads to the rise of millionaires in \npublic office.\n     Two, we look at the degree to which the decline of parties \ninhibits the rise of people of average means; and three, we \nconsider seriously dropping all campaign contribution limits to \na candidate whose opponent spends in excess of $100,000 of \ntheir own money, thereby at least evening out the field so that \nboth candidates have equal resources.\n     Let me also state----\n     The Chairman. Would the gentleman yield for just a moment?\n     Speaker Gingrich. Yes, I would be glad to.\n     The Chairman. I will announce to the Members that the vote \nis on the journal. The Chairman and the Ranking Member will \npurposely not cast our votes on the journal so that the \ncommittee hearing can proceed. Any Members who wish to go cast \ntheir votes may do so.\n     Thank you, Mr. Speaker.\n     Speaker Gingrich. When I say, as I did a while ago, I \nthink it is important to understand that most modern campaign \ncritique comes from the left, starting with the distrust of the \nprivate sector, a dislike of private resources, an assumption \nthat money from the state is good, that money from individual \ncitizens is bad, and a belief that it is the campaigns that \nmatter, not the larger system of the parties.\n     One of the results has been federally funded campaigning, \nwhich had exactly the result conservative theorists would have \nsuggested, that is, if you make money available people will \nfind a way to get there.\n     My favorite example is Lenora Fulani. Lenora Fulani--\nbecause what happens is you have sort of a nut class of \npolitics. Lenora Fulani has received $3.5 million from the \ntaxpayers in the 1984, 1988 and 1992 campaigns because she has \nfound an industry. Her industry is to get enough people to \nsupport her to be eligible for tax-paid funds so she can then \nearn a living getting tax-paid funds. It is a terrific racket.\n     Lyndon LaRouche received matching funds, according to a \nGeorge Will column of June 4th, 1995, even while he was in \njail. So what happens is when you set up a socialist model of \ngovernment-paid campaigning, people learn how to get on the \ndole. The dole this time is not welfare. This is political \nwelfare. So I would say that this is part of why I think Common \nCause has been at a dead end, frankly.\n     What we need to look at is that candidates and parties \nneed money to introduce themselves to the public and yet today \nwe have an inappropriate system of finding the money.\n     Frank Sorauf, a professor at the University of Minnesota, \nwrote a very interesting paper in 1987 in which he compared the \nmass media of the United States today as a version of the \nprogressive political outlook which dominated American society \nfrom the 1890s to the 1920s. The progressives saw the American \npublic as being "
break,break,break,break,break
"","","fazio","Mr. Fazio","decent people, yet prey for rapacious special interests intent on \nbuying elections and corrupting the political process.\n     This is what Professor Sorauf wrote in the Political \nScience Quarterly of spring of 1987."
break,break,break,break,break
"","","fazio","Mr. Fazio","grandchildren of the Progressive muckrakers. * * * Very few \naspects of the American political process reinforce the \nProgressive world view as effectively as the American way of \ncampaign finance. Its cash is an easy measure of influence and \nits PACs are perfect embodiments of the special, vested, or \nselfish interests.\n    It is indeed usual for newspapers to define PACs as, \n``special interest groups,''. If one makes the simple \nassumption that public officials defer to their campaign \ncontributors more easily than they do to their party, their own \nvalues or their own voting constituency, one has the perfect \nscenario for the triumph of the wealthy special interests over \nthe will of electoral majorities and the general or public \ninterest."
break,break,break,break,break
"","","fazio","Mr. Fazio","    That summarizes the guilty-until-proven-innocent approach \nthat candidates are confronted with in today's highly charged \natmosphere. Sorauf illustrates how this inherent bias affects \ncampaign finance coverage, often resulting in sloppy and \ninaccurate stories.\n    That is, ABC News owned by Disney is not a special \ninterest. So a multimillionaire broadcaster on ABC News being \ngiven free access to the American people doesn't represent \npolitical power. On the other hand, a thousand dollars written \nby the broadcaster's spouse is political power. It is simply a \nnonsensical socialist analysis based on hatred of the free \nenterprise system, and I think is fundamentally false.\n    The three networks spent $1.1 billion on news in one year, \nwith profits of nearly $200 million. By comparison, the total \nspent in the 1992 presidential campaign is $550 million on all \nsides. The Disney/ABC merger by itself is worth $19 billion.\n    So when we talk about money and politics, let's put it \ncontextually where it is. Campaign spending rose from $109,000 \nper congressional race during 1978, the first time I won, to \n$440,000 last year. That represents about $3 per eligible \nvoter. It is less than $1 per citizen in the district. And one \nof the greatest myths of modern politics is that campaigns are \ntoo expensive. The political process, in fact, is underfunded; \nit is not overfunded, the political process. But I would \nemphasize far more the money in the political system--I mean in \nthe parties.\n    Let me also say, I think we have to look at political \nfreedom against the state. I was told this summer by a \ncorporate CEO for a Fortune 100 company, and my guess is that \nMr. Fazio has had similar conversations as a leader of his \nparty, that he could not be a co-sponsor of a congressional \ncampaign committee fundraiser because he has to do business \nwith Ron Brown. This is not an attack on Ron Brown. It is a \nstatement of fact.\n    I suspect there are occasions, now that we are the \nmajority, the old people who used to be your friends tell you \nthey can't give you money. But my point is to say this: It is \nnot--the state has power. It is good on the one hand to list \neverybody's contributions. On the other hand, we ought to \nunderstand, in the long run that means to dissent is to put \nyourself at risk.\n    And so I think, again, you have got to come back and ask \nsome very fundamental questions about what should the rights of \nthe citizen be, what is their ability to protect themselves, \nand in what way if you have an aggressive state does it punish \nor coerce those "
break,break,break,break,break
"","","fazio","Mr. Fazio","who dissent, and how do we protect the rights of individual freedom? \nHow do we make sure that citizens can run?\n    Don't think of candidates as much-maligned politicians. \nThink of candidates as potential elected citizens. Just use the \nterm ``elected citizen'' for a little bit. See how different it \nsounds and how different the implication is. And ask yourself, \nwhat does it cost a citizen who wishes to seek election to \nmarket one's self, given the scale of the modern media?\n    Let me give you an example I live with. The Cox sisters own \nthe largest television station in my area, the largest radio \nstation in my area, and the only major daily newspaper in the \nstate of Georgia. They have all three. Now, they don't give any \ncontributions to my opponent, but I would guess that over half \nthe money I raise is spent offsetting the weight of their \nnewspaper. I think any Republican from Iowa would tell you that \nthe Des Moines Register so dominates the politics of their \nstate that they have to spend a third to half of their campaign \noffsetting the Des Moines Register.\n    Now, it is perfectly natural for the news media to want \ncampaign spending limits. That means more power for editorial \nwriters, more power for columnists, more power for reporters, \nbut it means less ability for citizens outside that newspaper's \nbiases in order to answer and respond to the publication.\n    Let's also be honest about what it costs to communicate in \nAmerica. Three antacids, Pepcid AC, Tagamet and Zantac spend \n$300 million a year. So on the concept of what should you put \nin your stomach if you need an antacid, we spend $300 million a \nyear. Microsoft '95's national launch cost over $250 million. \nTiger Electronics, the third largest toy manufacturer, during \nthe Christmas season, spends $30 million.\n    By contrast, in 1992, a major political party spent $110 \nmillion. That is, the Democrats or the Republicans nationally \nin the general election of '92 spent one third what we spend on \nantacid. Ross Perot personally--or spent $68.3 million, I don't \nknow how much of that was personal--but he spent $68.3 million.\n    Congressional spending for all the congressional seats was \n$600 million. That's 435 House seats and 33 Senate seats, was \nthe equivalent of two antacid campaigns, all of them. Every \nidea, balance the budget, gay rights, abortion, national \ndefense, all of them was the equivalent of two antacid campaign \nads, and yet we are told politics is too expensive.\n    We cheat our system. We don't communicate rationally. We \ndon't have enough information. People don't get enough data. \nThere is a report--there is a suggestion in Kentucky that \nturnout will be down because the campaign limit is so low that \npeople literally aren't getting the message there is an \nelection underway. And I would commend to the committee that \nyou look at the effect of state campaign limits and how much \ncitizens actually know about the campaigns.\n    I also want to suggest that the current campaign law has \nsome profound weaknesses, and that the Federal Election \nCommission in its current form is, frankly, profoundly \ndestructive. The current Federal regulatory system makes it \nharder for an average citizen to get involved in politics \nbecause you have to hire a lawyer and you have to hire an \naccountant to meet Federal regulations."
break,break,break,break,break
"","","fazio","Mr. Fazio","    The current system also, I believe, encourages every \npresidential candidate to cheat. I mean, if you were to hold a \nhearing and ask in any of the last three campaigns, how many \ncampaigns arrived in Omaha to rent the car--I mean, just think \nabout it. The Iowa primary, the Iowa caucus, because of the \nstate level limits, we basically say to every presidential \ncampaign, in the name of honest politics, why don't you rig \nyour expenditures if you are going to be competitive. So you \nbreak the spirit of the law, although technically being legal. \nAnd there is something profoundly wrong with reforms that \nencourage cheating.\n    In addition, the laws have stagnated. A thousand dollars in \n1974, the limit for primary and general election campaign \ncontributions per individual, in constant dollars, is worth \n$356. That is, if we were to allow citizens today to contribute \na thousand dollars in 1974 money, the limit would be $2,808. \nAnd one of the things I want to recommend to this committee is \nthat you reverse the limits, give individuals a $5,000 limit, \ngive PACs a $1,000 limit and then index both.\n    I also want to suggest you create an entirely separate \nlimit for giving to parties, any party. That would include \nindependent and third parties, but that giving to a party \nshould be a separate limit from giving to candidates, because I \nthink we consciously want to strengthen the parties.\n    I am also willing--and this may surprise some of you since \nI am now the Speaker--I am also willing to have us establish a \nprinciple that the parties should be able to offset the \nincumbent's office expenses at least up to some limit. 40 \npercent, 50 percent, but in some way. It is profoundly unfair \nfor me to have all the advantages of office and go back home to \ntake on a challenger who starts out with zero. I don't think it \nought to be 100 percent, because as Barney Frank once pointed \nout, there are a lot of things we have to do that don't \nnecessarily help us.\n    But there should be some party offset that allows the \nopposition party to spend a larger amount as a party than the \nincumbent party in order to have a fair campaign. I'm willing \nto do that even though it clearly is to the Republicans' \ndisadvantage.\n    I also want to recommend we relook at revisiting the \nindividual tax credit which we had in the '70s, and which I \nthink was a step in the right direction to encourage individual \ncontributions at the small dollar level.\n    But there is a deeper part of this, and this is why I \nemphasize not just looking at campaigns. Power flows somewhere. \nYou never kill power. You just distort it. If you hide it, if \nyou force it underground, the tighter the limits on the \ncampaigns, the more independent expenditures there will be. The \ntighter the limits on the parties, the more money will grow up \nunder 501(c)(4)s and a variety of grotesque institutions.\n    One of the challenges I would like to make to this \ncommittee is, early next year when we have time to truly gather \nthe information, take a look at this fall on both sides, who \nraised money, who spent money. I mean, our side believes, for \nexample, that at least $20 million is being spent by the unions \nin an ad campaign naming by name members of the House. Now, if \nwe have campaign limits, would that go under the limit or would \nthat be outside the limit? "
break,break,break,break,break
"","","fazio","Mr. Fazio","    I suspect you all believe that we have friends who are \nputting together ad campaigns designed to strengthen our \nposition, but we need to put in context the totality of what \nhappens in American politics and not simply look at it in a \nnarrow, isolated way.\n    And let me say to you: I believe the rise of irresponsible \nmoney, outside the parties and outside the campaigns, is a much \ngreater threat to America than the monies spent in the \ncampaigns.\n    And, again, without being too academic, I would encourage \nyou to at least have your staff talk with experts around the \ncountry about what happened in Greece, in Rome and the period \nfrom the English Civil War up through our Constitution, and to \nlook at the works of Jefferson and Madison, Lincoln, Theodore \nRoosevelt, Henry Cabot Lodge, and Wilson, because this is not a \nnew problem. This problem of how do you organize power so \npeople can be free has happened over a very long period of \ntime.\n    Let me just say, in closing, and I appreciate your allowing \nme to offer you this broad overview, I really am--and I have \nhad a fair amount of experience. I first got active in politics \nin the late 1950's when I was in high school. I was a volunteer \nfor the Nixon-Lodge campaign in 1960, Muscogee County, Georgia. \nI have run a congressional campaign. I have been a state leader \nof my party. I was a--worked on presidential campaigns. I ran \nfor office, obviously, and I lost twice and I have won office a \nnumber of times.\n    I am deeply troubled by what I think are the dangers to \nAmerican self-government. I'm frankly not nearly as troubled by \nthe Common Cause news media versions of those problems, but I \ndo think in the next 20 or 25 years, if we are not careful, we \nwill have so alienated our citizens, we will have so lost \ntouch, the individual candidates will be either rich people or \npeople who are supported by independent expenditures on a \ngrotesque scale.\n    And I think we need a thorough review of the American \npolitical system, and then frankly we need a system's approach. \nWe need a set of principles to be articulated by this \ncommittee. How should government work in the 21st century? How \nshould power work in the information age? What is the role of \nthe political parties? And within that framework, how shall we \nredefine incumbents, lobbyists, candidates, volunteers?\n    And I can pledge to you that on the part of my office, we \nwill cooperate on a bipartisan basis, because if we do it \nright--and we have been through several rounds that have \nfailed. So I think we have some experience here. Everybody who \nis senior on this committee has been through several \nexperiences that failed, beginning I think in 1980 when we were \nfreshman. We have a chance now, I think, if we are honest about \nit, to produce by early next year a much deeper understanding \nof what we need to do and in a genuine bipartisan way to move \nforward.\n    And I would also frankly be interested in the committee's \nreaction to the concept of having some kind of bipartisan \ncommission, because I suspect this is the committee that any \nbill that we would introduce with the President's support would \nbe sent to.\n    So thank you for letting me testify.\n    The Chairman. Thank you very much, Mr. Speaker.\n    It has been very helpful to have you initiate the \ndiscussion because most of us believe that the subject matter \nis far more com"
break,break,break,break,break
"","","fazio","Mr. Fazio","plex, far more reaching than most people initially assume. The context \nof your speech put it exactly where it should be, and that is, \nwe have made a number of mistakes in the past and tried to \ncorrect them. These mistakes have led to unintended \nconsequences which, as the gentleman from California said, we \nnow have some folks offering corrections to the corrections. It \nis time to stop, to take a look at where we have been \nhistorically, and ask more fundamental questions as you have \nposed to us. Based upon your reading list, I expect three units \nof college credit for this.\n    Speaker Gingrich. Since you are a political science \nprofessor, I will let you lead the course. I will just come as \na guest lecturer.\n    The Chairman. But it is not a simple black and white easy \nsolution problem, and for that I very much appreciate your \ntestimony in the context in which it was delivered.\n    We have the ability to ask some questions, if any of the \nMembers wish. The gentleman from Arizona?"
"pastor","Mr. Pastor","fazio","Mr. Fazio","    Mr. Speaker, good morning.\n    Speaker Gingrich. Good morning."
"pastor","Mr. Pastor","pastor","Mr. Pastor","    You talked about the limitations that we have \ntoday are not realistic because of inflation, et cetera. There \nis some thought in this country, that possibly the issue of \nlimitations is--should not be discussed, but rather it is the \ndisclosure that is more important. And people feel that in \ntoday's technology, through E-mail and faxes and all of that, \nthat you can almost report immediately and should be required \nto report immediately any donation that you receive.\n    My question is, basically, would you be willing to consider \ntaking the further step and saying there should be no \nlimitations but disclosure should be immediate and you could--\n--\n    Speaker Gingrich. Well, I would--I am not sure I would go \nto no limitation, although I would certainly entertain that. I \ndon't think the limitations in the long run are particularly \nhelpful because what happens is people who really want to be \ninvolved find other ways to spend money and it is less easy to \ndiscover and less easy to be directly involved with.\n    The only thing I would suggest--I have no problem because I \nthink you could technically literally have every night filing, \nbut I think we ought to be honest about it. Again, it is one of \nthe things that our friends in the news industry never cover \naccurately and that Common Cause doesn't understand at all.\n    You have campaign volunteers. You receive checks during the \nday. You may receive 200 or 300 if you are having a big event. \nAn honest, sincere person enters all the data but makes 3 \nmistakes out of 1,500 items being entered. When that--if that \nis filed that night, and I have had this experience, if that is \nfiled that night, is that now legally binding? Or is that, in \nfact, an initial filing subject to review within 30 days?\n    I would just say to my friend we need to think it through. \nI have no problem, frankly, having much more immediate filing, \nparticularly in the last month before an election, when you \ncould have a sudden infusion of cash. I would just commend you \nto think it through and to have hearings and to not criminalize \nhonest behavior by sincere people who may miss--you know, may \nenter them wrong."
break,break,break,break,break
"","","pastor","Mr. Pastor","    The FEC's adversarial attitude is exactly wrong and what it \ndoes is it creates a very harsh environment in which everybody \ndeals with the FEC as though they were the IRS of politics. \nThat is exactly the wrong attitude to have if you have to have \ncitizens and amateurs involved because they care about their \ncountry.\n    Let me say one other thing about the limits. In 1974, the \naverage House campaign spent $109,000. In 1994, the average \nHouse campaign spent $440,000. In 1974, it cost $32,000 to buy \na 30-second ad on a national network. In 1995, it cost between \n$150,000 and $178,000 to buy the same ad. So network television \nadvertising went up at a rate faster than politics.\n    Again, I am just trying to make the point here that we \nought to put in context the limits that were set in the 1970s \nand ask ourselves realistically: Do we truly want to starve the \nAmerican people of information?"
