surname,speaker,previous_surname,previous_speaker
"","","tester","Senator Tester","    Ms. Gordon. Good morning, Chairman Johnson, Ranking Member \nCrapo, and Members of the Committee. Thank you so much for \ninviting me to testify today. I am Julia Gordon, director of \nhousing finance and policy at the Center for American Progress \nand convener of the Mortgage Finance Working Group, which \nreleased a comprehensive reform plan back in January of 2011 \nand has been meeting weekly since then to study the future of \nhousing finance.\n    We stand at a critical inflection point for our Nation's \nhousing finance system. While housing prices have begun to \nrecover in many parts of the country, the fundamentals are not \nyet strong. The mortgage market today is significantly smaller \nthan it was in the early 2000s. Two-thirds of originations are \nrefinancings rather than home purchases. And much recent price \nappreciation can be attributed to cash investors.\n    In the meantime, the demographics that represent the future \nof home ownership, such as first-time home buyers, millennials, \nand people of color, have largely been shut out of the \nconventional mortgage market.\n    Production of apartment units is falling behind demand, and \nrents have risen significantly, with more than a quarter of all \nrenters spending more than half of their income on housing. In \nour view, the status quo no longer serves the American public's \nbest interests, and it is time to reform the system.\n    We are pleased to see a broad consensus emerging on the \ngeneral outlines of housing finance reform that we must have a \nGovernment backstop behind private capital, that the long-term \nfixed-rate mortgage is a crucial product for families \ninterested in home ownership, that the system must include not \njust single-family but also multi-family finance, and that the \nsystem provide access to all creditworthy borrowers and lenders \nof all sizes.\n    I commend Senators Corker and Warner for pushing this \ndebate forward. By recognizing this consensus and developing a \nstrong bipartisan framework for reform, they have done a true \npublic service.\n    However, we still have a great deal of work ahead of us to \nadjust and fill in this framework so that it will work well for \nall borrowers, all lenders, and all investors throughout all \neconomic cycles.\n    First and foremost, a new housing finance system must place \nthe Nation's housing needs at the center of the system. The \nstructures and processes of the secondary market are not ends \nin and of themselves. Providing broad access to affordable, \nsustainable credit will provide the greatest benefit in the \nlong run not only to families but also to lenders and investors \nwhile protecting taxpayers from future bailouts.\n    The system must provide a level playing field for all \ncreditworthy borrowers in all geographic areas for all housing \ntypes and for lenders of all sizes. Additionally, it needs the \ncapacity to help more families obtain mortgages in the \nconventional market through credit supports and safe innovation \nrather than relegating large swaths of borrowers to FHA \nunnecessarily, where mortgages are more expensive and where the \nGovernment will continue to provide a 100-percent guarantee. \nAnd to serve those families not yet ready for or interested in \nhome ownership, the system should provide financing to preserve \nexisting privately owned affordable housing stock and support \nthe construction of new affordable units.\n    To create a deep liquid market and support widespread \navailability of a long-term fixed-rate mortgage product, we \nneed both a Government guarantee and a healthy TBA market. We \nagree that there is no reason for the Government to guarantee \n100 percent of the risk, and in our 2011 proposal we suggested \nthat chartered bond guarantors stand in the first loss \nposition, which is one of the options presented in the Corker-\nWarner bill.\n    However, we have significant concerns about the other \noption presented in that bill, which is having issuers lay off \nthe risk directly through the private capital markets. We are \nconcerned that structured transactions alone cannot effectively \nmaintain the TBA market, provide broad access to sustainable \ncredit, protect the taxpayer, and maintain access to credit \nthroughout economic cycles. We expect, though, that bond \nguarantors will access the capital markets to lay off risk, \nperhaps along the lines of the Freddie STACR deal.\n    It perhaps goes without saying, but any new system also \nmust support effective and fair mortgage servicing practices as \nwell as appropriate systems to provide clarity regarding \nproperty title.\n    Finally, we need strong regulatory tools to ensure safety \nand soundness throughout the system, including examination, \nsupervision, and enforcement authority for entities accessing \nthe Government guarantee.\n    Thank you again for inviting me to testify today, and I \nlook forward to continued discussion on these important matters \nas the Senate moves forward on housing finance reform \nlegislation.\n    Chairman Johnson. Thank you.\n    Mr. Lienhard, you may proceed."
break,break,break,break
"","","tester","Senator Tester","   STATEMENT OF JEROME T."
break,break,break,break
"","","tester","Senator Tester","    Mr. Lienhard. Good morning, Chairman Johnson, Ranking \nMember Crapo, and Members of the Banking Committee. I am Jerome \nLienhard, president and CEO of SunTrust Mortgage, which is a \nsubsidiary of SunTrust Banks. Thank you for allowing me to \nparticipate in the consideration of this important subject.\n    I am appearing today in my capacity at SunTrust Mortgage, \nand this testimony was prepared after consultation with the \nRegional Bank Group, an informal coalition of mid-sized lending \ninstitutions located throughout the United States. All views \nexpressed today, however, are my own.\n    SunTrust is headquartered in Atlanta and operates mainly in \nthe southeastern United States. SunTrust Mortgage is based in \nRichmond, Virginia, and employs about 4,300 teammates. Last \nyear, we originated over $32 billion in mortgage loans which \nhelped more than 120,000 of our clients purchase a home or \nlower their monthly payment through refinancing.\n    Today I would like to make two important points from the \nperspective of a regional bank:\n    First, while there is a need to reform the housing finance \nsystem, it is critical to retain the basic ``plumbing'' of the \nsystem that draws in enormous sums of investment capital and \nprovides borrowers with interest rate certainty. These features \ncan be retained in a mortgage market that serves both the \ninterests of borrowers and taxpayers alike.\n    Second, reform must bring more private capital into the \nmortgage market in a principal loss position without reducing \nthe global demand for mortgage-backed securities and while \nprotecting competitive access for small and medium-sized \ninstitutions that serve millions of homeowners.\n    I will spend a few minutes elaborating on each of these \npoints.\n    Out of thousands of mortgage loans that we make each year, \non average we hold only one in six on our balance sheet. So \nwhile we own approximately $30 billion worth of mortgage loans, \nwe actually originated and service more than $140 billion in \nmortgages involving more than 800,000 households. This is \npossible for us only due to the existence of the secondary \nmortgage market.\n    To provide our clients with basic information regarding how \nmuch they can afford to pay for a house, we must be able to \ntell them the interest rate and the monthly cost of the loan. \nYou cannot really buy a house if you do not know what your \nmortgage payment will be.\n    We do this by referencing a daily pricing sheet that \nprovides the interest rate and loan terms that we can offer on \na guaranteed basis. These prices are set from the price of \nmortgage-backed securities trading in the ``To Be Announced'' \nor TBA market. The TBA security price assumes delivery of \nconforming mortgages into a Freddie Mac or Fannie Mae mortgage-\nbacked security on a forward basis. This forward-pricing \nmechanism of the secondary market allows us to lock in the \ninterest rates for our clients for up to 90 days.\n    But without that certainty, primary market lenders would be \nunwilling and, frankly, unable to provide forward price \ncertainty to their customers.\n    Through the combination of mortgage standardization and the \nfunction of the MBS market, the existing system provides a \ntangible benefit to borrowers. And these benefits are available \nfor anyone who transact with originators of any size: local \nbanks, Main Street banks such as SunTrust, as well as the \nlargest mortgage originators.\n    While there is a need to address taxpayer risk by making \nstructural changes to the housing finance system, these are key \nfeatures, elements, and processes essential to maintaining a \nsecondary market.\n    Regarding the critical issue of the structure of the credit \nguarantee, our markets perform so well in large part because \ncredit risk associated with mortgage default is assumed by the \nGSEs. Investors from around the world allocate trillions of \ndollars of capital to our markets because it only involves \ninterest rate risk to them.\n    Now, the problem, of course, is that providing credit \nprotection puts taxpayers at risk. Using private sources of \ncapital to cover credit exposure can help alleviate taxpayer \nrisk.\n    We must also consider that if a variety of credit risk \ndevices emerge in place of the relatively simple credit \nguarantee we have today, it could make mortgage-backed \nsecurities difficult for investors to value, fracturing the \ninvestor base, reducing liquidity, and increasing costs. If \nthat market shrinks dramatically, so does lending to \nhomeowners.\n    To the extent that private capital is intended to stand \nbefore any taxpayer-backed guarantees, the entities and \ninstruments must be subject to regulatory oversight. If \nregulators cannot understand nor keep track of the various \nrisk-sharing mechanisms, there is a danger that they will not \nperform as needed under crisis conditions.\n    And, finally, any new source of private sector credit \nprotection should be available for all primary market lenders, \nincluding large, small, and Main Street institutions. Measures \nthat create advantages for the very largest issuers of \nmortgage-backed securities or make the cost of market access \nmore expensive for some and not others will reduce competition \nand must be avoided.\n    Let me conclude by thanking the Committee again for the \ntime, attention, and consideration. I look forward to answering \nany of your questions.\n    Chairman Johnson. Thank you.\n    Mr. Johns, you may proceed."
break,break,break,break
"","","tester","Senator Tester","  STATEMENT OF RICHARD JOHNS, EXECUTIVE DIRECTOR, STRUCTURED \n                     FINANCE INDUSTRY GROUP"
break,break,break,break
"","","tester","Senator Tester","    Mr. Johns. Chairman Johnson, Ranking Member Crapo, and \nMembers of the Committee on Banking, my name is Richard Johns. \nI am the executive director of the Structured Finance Industry \nGroup, or SFIG, a trade industry group that includes over 160 \ncorporate members from all sectors of the securitization \nindustry. On behalf of myself and SFIG's members, I thank you \nfor this opportunity to address the Committee regarding \nproposed housing finance reforms, including the role to be \nplayed by the Government in the housing finance system and the \nimportance of returning private capital to the residential \nmortgage market.\n    SFIG is generally supportive of the framework contained \nSenate bill 1217 and believes the reform process, particularly \nin relation to the securitization markets, must proceed in a \nmeasured and deliberate way. We appreciate the Committee's \nmethodical approach in considering such reforms.\n    A central focus of any reform effort must be the \npreservation of the To Be Announced or TBA market, which is the \nthird most liquid securities market in the world and handles \nover 90 percent of the Government-guaranteed MBS trading \nvolume. The reason behind this deep liquidity of the TBA market \nis in its homogenous nature driven by standardization of loan \npools and underwriting criteria, market standards and history, \nand the elimination of credit risk via the Government \nguarantee.\n    This deep liquidity not only drives down costs allowing a \ncheaper interest rate to be charged to the consumer, but it \nalso enables the mortgage originator to hedge its risk, which \nin turn can be passed through to the consumer in the form of a \nrate lock to give them certainty of interest rate. Any reform \nprocess needs to be considerate of the credit risk to the \nhomogeneity of the TBA market. For this reason, we suggest that \nthere are three sequential stages that any reform effort should \nfollow in order to preserve the TBA market.\n    First, the conversion into a common TBA should be adopted, \nmaking Freddie and Fannie MBS fungible and, therefore, \ndeliverable into a single TBA market.\n    Second, any legislation should provide for the creation of \na single agency security. This would facilitate the conversion \nand continued liquidity of legacy securities and promote a deep \nand liquid new-issue MBS market.\n    And then, third, a common securitization platform should be \nestablished to oversee and maintain the standardization of the \nmarket for Government-guaranteed MBS.\n    SFIG believes that retaining a Government guarantee against \ncatastrophic loss for MBS is crucial to preserving the health \nof the TBA market.\n    Historically, rates investors have been attracted to the \nGovernment-guaranteed MBS in which the Government bears the \nbulk of the credit risk, and they have contributed trillions of \ndollars to the agency market because of those guarantees. \nLimiting the Government's involvement in the market by changing \nor ending the current infrastructure must account for the \ncrucial contribution that rates investors make to the agency \nmarket and their historical aversion to credit risk.\n    We also believe that private investors have a role to play \nin ensuring against the credit risks posed by residential \nmortgages. To that end, SFIG generally supports having private \ncapital take on credit risk in the first loss position with the \nexplicit Government guarantee covering catastrophic risk.\n    SFIG continues to analyze the amount of risk that a private \ninvestor should assume, and we will provide the Committee with \nour ideas at a later date. However, whatever the final private \nenhancement is, it should be based on underwriting-related \nfactors such as historical loss data, the likely loan times, \nand general housing and economic indicators.\n    Turning next to the mechanics of transitioning to a new \nstructure, this process must be transparent, appropriate to \nmarket conditions, and handled with great care to minimize the \ndisruptions to the flow of credit to consumers and, in \nparticular, to ensure the continued health of the TBA market.\n    We believe steps must be taken to preserve the market for \nlegacy securities while allowing sufficient time for eligible \nloans under the reformed system to be generated and take hold \nin the TBA market. SFIG believes that the best way to \nfacilitate this transition is to create a single agency \nsecurity to which the legacy securities would be converted. We \nalso believe that the current and new infrastructure should \noperate in tandem for some period of time until the new \nframework has demonstrated that it will facilitate the \ncontinued functioning of the TBA market.\n    Finally, there are a number of initiatives underway around \nthe country in which governments plan to exercise their eminent \ndomain power to seize underperforming mortgage loans. Such use \nof eminent domain will undermine congressional efforts to \nencourage private capital in the market, and we encourage the \nCommittee to include a provision limiting it in any reform \nlegislation.\n    In conclusion, while we recognize the need to correct the \nerrors of the past, we urge the Committee not to lose sight of \nthe ways in which the agency market, and particularly the TBA \nmarket, has and continues to work well, enabling many Americans \nto enjoy the benefits of home ownership. We look forward to \nworking with the Committee as it considers these vitally \nimportant issues. Thank you again for the opportunity to share \nSFIG's views.\n    Chairman Johnson. Thank you.\n    Dr. Zandi, you may proceed."
break,break,break,break
"","","tester","Senator Tester","   STATEMENT OF MARK ZANDI, Ph.D., CHIEF ECONOMIST, MOODY'S \n                           ANALYTICS"
break,break,break,break
"","","tester","Senator Tester","    Mr. Zandi. Thank you, Mr. Chairman, Mr. Vice Chairman, and \nthe rest of the Committee, for the opportunity to be here \ntoday.\n    For the purposes of the meeting, the Committee hearing, you \nshould know that I am on the board of MGIC. That is the largest \nmortgage insurer in the country. That is important for you to \nknow. I am also on the board of the Reinvestment Fund. That is \none of the Nation's largest CDFIs. And I am also, obviously, an \nemployee of the Moody's Corporation. So those are very \nimportant things. These are my opinions, not those of Moody's \nor anyone else.\n    There are many essential elements to a good, well-\nfunctioning housing finance system. I go through many of them \nin my written testimony. I want to focus in my current remarks \non one essential element, and that is the capital requirements \nof the new system. So I am going to talk a little bit about the \namount of capital that is appropriate, the sources of that \ncapital, and the cost of that capital.\n    I should say up front that I am taking as given that we are \nin a world of a hybrid system; that is, private first loss \ncapital with a catastrophic Government guarantee. So in almost \nall circumstances, private investors will shoulder the burden \nof the losses. In very rare circumstances, catastrophes, the \nGovernment would step in and backstop the system. The guarantee \nwould be explicit. It would be paid for by lenders and \nborrowers and not taxpayers. And the hybrid system is in the \nspirit of Corker-Warner. It is also what the President has \nrecently come out in support of.\n    In terms of the amount of capital, in my view the \nappropriate amount of capital--a good benchmark for the \nappropriate amount of capital is the Great Recession. In the \nrecession, Fannie, Freddie, the private MIs lost or will lose \nultimately about 4 percent. That is the loss rate, all in. To \nbe conservative, I think it would be appropriate to capitalize \nthe system at 5 percent. I think that would cover all \nsignificant circumstances.\n    That would be particularly conservative in the sense that \nthe mortgages that get the Government guarantee in the future \nsystem under all proposals would be QM and, therefore, the \nloans that got Fannie and Freddie into real trouble, the Alt-A \nloans, would not be guaranteed in the future system. So I think \n5 percent would be appropriate.\n    In terms of the sources of capital, they should be varied. \nWe need capital--we need lots of capital. This is going to take \na lot of capital, and it should come from everywhere. So we \nneed capital coming from mortgage bond guarantors, MI \ncompanies, and the capital markets. Very important. When you \nhave varied sources of capital, that creates stability in the \nsystem. That would be particularly, I think, the key feature of \ncapital coming from mortgage bond guarantors. And it will be \ncheaper if you have it from varied sources of capital, and the \ncapital markets are very, very important to that. And I think \nin the Corker-Warner legislation, one of the key features of \nthat legislation that I find attractive is that it promotes \nvaried sources of capital. We need that. It is very important \nto the future of the housing finance system.\n    In terms of the cost of the capital, you know, it is not \nfree. If we are going to have a higher capitalization rate, \nmortgage rates are going to be higher. The question is how much \nhigher. Well, it depends on lots of moving parts, and it may \nhave to make a lot of assumptions. But my sense is under \nreasons assumptions that to go from the current system to a \nsystem that is capitalized at 5 percent probably would add \nanother 40 basis points to mortgage rates, roughly speaking--\nexcuse me, 40 basis points in G-fees, and that would be passed \nthrough largely in higher mortgage rates.\n    Just for context, every 10 basis points is about $15 on a \nmonthly mortgage payment, so you do the arithmetic, going to \nthe new system under my assumptions would add about $60 to the \naverage monthly mortgage payment.\n    One other thing to note is that the cost will vary \nconsiderably depending on how the system is designed, and it \nwill vary depending on the credit risk of the borrower, and it \nwill vary according to where you are in the business cycle. The \nnumbers I just articulated are for the typical borrower through \nthe business cycle.\n    Let me end by saying--this is very important--the current \nsystem is dysfunctional. We have to change it. It is not good \nfor taxpayers. It is not good for home buyers. I think it is \nlaudable that you are taking this up in a very serious way.\n    Thank you.\n    Chairman Johnson. Thank you very much for your testimony.\n    As we begin questions, I will ask the clerk to put 5 \nminutes on the clock for each Member.\n    Ms. Gordon, I am very concerned about the mortgage access \nin rural areas. What is needed in a new system to ensure that \nborrowers with similar qualifications have equal access to \nmortgages no matter where they live? How would you design \nrequirements to ensure that borrowers and lenders in States \nlike mine are not left out?\n    Ms. Gordon. Thank you for that question. It is a very \nimportant question, both for rural borrowers in States like \nyours and for any borrower who lives in either a rural area or \nwho may be in an urban area or some area that is not as well \nand easily served by primary lenders.\n    So what is important to remember is that while the \ninterface for most borrowers with the system is through their \nprimary lender, lenders will make those loans that the \nsecondary market encourages them to make through policies. And \nwe have had--in the system that, you know, we are hoping to \nreform, there have been mechanisms through Fannie and Freddie \nthat do require lenders to be mindful that they are equally \nserving all creditworthy borrowers, you know, regardless of \nwhere they live or whether, you know, their file is a little \nbit harder to go through all the papers for than somebody \nelse's.\n    And we are very concerned that if we do not build in \nmechanisms to address that, lenders will be able to, you know, \nwhat you might think of as cream the market, just basically do \nthe low-hanging fruit, do the easy mortgages, do the mortgages \nwith higher balances within whatever the loan limits are of the \nsystem, and that people will be disadvantaged, particularly in \nStates like yours.\n    And so we think it is critical to establish in this bill \nsome kind of responsibility for the secondary market to oversee \nmaking sure that all of these parts of the market are being \nadequately served, which means, you know, doing some kind of \nexamination of the market, some kind of examination of where \nthe demand and need is, and then looking at whatever entities \nultimately are accessing the Government guarantee and providing \nthe wrap, making sure that they are covering all of these \ndifferent populations equally.\n    Chairman Johnson. Mr. Lienhard, will qualified borrowers \nand lenders of all sizes have fair access to the secondary \nmarket if private capital is require to play a larger role in \nfront of a Government guarantee? Will this work with the TBA \nmarket? And how does the TBA market impact borrowers and \nlenders?\n    Mr. Lienhard. Thank you for the question, Senator. I think \nthat the beauty of the TBA market or actually the beauty of the \nconstruct that we have now and what I think needs to be \npreserved, as I mentioned in my testimony, is this separation \nof credit risk from interest rate risk. And so presumably the \ninterest rate risk investors do not differentiate between the \ncreditworthiness of the borrower. That is disintermediated \nahead of the TBA market by the credit guarantee function. So as \nI understand your question--and I would be happy to have you \nhelp make me more clear in that understanding--I think the \nanswer to your question is properly structured, yes. But I \nthink that the critical nature of that structure does not \nnecessarily reside in the TBA market but, rather, in the \nguarantee aspect of whatever reform we do. I do not know if \nthat is a comprehensive answer.\n    Chairman Johnson. Mr. Johns, do you believe private \ninvestors are willing to stand in the first loss position \nbefore our Government guarantee both in good times and bad? \nWhat will investors need to accept credit risk of a first loss \nposition? And does that work with the TBA market?\n    Mr. Johns. I think the short answer is that investors are \nprepared to step into that role, as we have seen on the Freddie \ntransaction. There was a sizable demand for the credit-linked \nnote product, and I think there were 50 investors or over 50 \ninvestors, and the investors were scaled back fairly \nsignificantly, and I think all reads from the market are that \nthere will be support for, you know, being able to facilitate \nthose transactions again.\n    In addition, obviously, you have to look at the sort of \nbroad swath of options out there such as the mortgage insurers \nand the bond insurers, you know, together with the capital \nmarkets, looking for the way to raise the private capital.\n    Chairman Johnson. Senator Crapo."
"crapo","Senator Crapo","tester","Senator Tester","    Thank you, Mr. Chairman.\n    I hope this question I want to get into here will evoke \nresponses from all of you on the panel. I am going to start out \nwith Dr. Zandi and Mr. Johns and then move to Mr. Lienhard and \nMs. Gordon.\n    The issue is the forms and sources of private capital that \nwe need to bring into the market. I think there is pretty \nclearly an emerging consensus that whatever the shape of the \nfuture housing finance system we create is, it must be designed \nto attract more private capital and decrease the Government \nrole from what we currently have.\n    That being said, I think that I see in the testimony of the \nwitnesses a little variation in terms of how we should approach \nthat. Mr. Johns and Dr. Zandi, in your testimonies you both \nhave advocated for the allowance of various forms of private \ncapital to come into the system to meet market needs. So to \nstart with you, what are the benefits that you see to sourcing \nprivate capital from many sources? And maybe you could also \nkind of define what you see those sources being broadly?\n    Mr. Zandi. Well, there are two broad sources. The first is \nwhat I would call an insurance source--bond guarantors, private \nmortgage insurers, insurance entities. And the second I would \nlabel as capital market sources. Both are critical to a well-\nfunctioning system.\n    The insurance capital is more stable through thick and thin \nbecause of the way it is structured and set up, and one of the \ngoals of any future housing finance system is that it obviously \nhas to be stable. We need the flow of mortgage credit through \ngood times and bad times.\n    The strength of the capital markets source of capital is \nthat it can bring down the costs, and most of you get price \ndiscovery. You get a clearer sense of what the cost of risk is, \nbecause capital markets are pretty good at doing that. And so \nby bringing in capital market sources, you will lower the cost \nto mortgage borrowers through lower mortgage rates. So both are \nvery important.\n    Now, how you structure that and how you align those two \nsources of capital up is a very difficult but critical \nquestion, and that is very, very important, but both sources \nare needed."
"crapo","Senator Crapo","crapo","Senator Crapo","    Well, thank you, and we probably need to get \ninto that in some depth, but I do need to move along. So, Mr. \nJohns, do you want to add anything to that perspective?\n    Mr. Johns. I think that I would go along with what Dr. \nZandi said, that we would support their--I think, you know, \nmaybe a couple of points. It is all--well, it is not all \nabout--a lot of our focus needs to be on making sure that the \nTBA market continues to function when you look at the private \ncapital alternatives. And, you know, insurance is not something \nthat necessarily can directly impact the pool of loans within \nthe MBS, and, therefore, I think that is something that has \nsome potential.\n    The credit-linked note structure that Freddie did was a \nsynthetic transaction, and, therefore, the actual loans that it \nreferenced, you know, were not specifically sort of cash-flow \nimpacted in the structure of the transaction, leaving the TBA \nmarket largely unaffected as a consequence.\n    There are other structures, senior subordination, you know, \nstructures where you might say--you know, have a sort of deep \nsubordination piece of the transaction and then have a AAA or a \nsenior rated piece that is delivered into the TBA market. That \nis a different structure that we would have to look at and \nevaluate exactly how we would get that to work with the TBA \nmarket that is currently based on a pass-through mechanism."
"crapo","Senator Crapo","crapo","Senator Crapo","    All right. Thank you.\n    And, Mr. Lienhard, I may have to get to you next time, the \nnext round, because I am running out of time and I wanted to \nget to Ms. Gordon, because if I understand it correctly, you \nbelieve we should rely solely on bond guarantors. Is that \ncorrect?\n    Ms. Gordon. That is what I believe, and it is really for \ntwo reasons. One is, as everybody has been discussing, the \nimportance of the TBA market and the belief that even--you \nknow, we have already heard that a senior substructure would \npose some problems for TBA. But even if you have some other \nkind of reference pool type structure, the fact is that these \nsort of one-off deals do not lend themselves as well to the \nkind of homogeneity that you need for an effective TBA market. \nThey do not do as good a job at allocating risks across years, \nregions, lenders, and the like, but especially across years \nthat you have an insurance format.\n    And also, just to Dr. Zandi's point regarding price \ndiscovery, we do have to--the private capital market's track \nrecord on pricing mortgage risk is checkered, as is \neverybody's, and so that is an area where you do introduce some \nuncertainty. And, again, even if in any individual structured \ntransaction that actual transaction is funded, if you do not \nknow how the investor institutions are carrying that on their \nbooks and evaluating it, you do not know if you are just \nexporting risk out of that particular mortgage-backed security \ninto the larger financial system."
