surname,speaker,previous_surname,previous_speaker,speech
"jeffords","Senator Jeffords","jeffords","Senator Jeffords","    I thank the Senator for his words. I \ncommend you for your testimony and it's been an enjoyable \nexperience to work with you. You and your members have been \nvery forthright. We will be having another closed session, so \nthat any questions that the members had that they didn't feel \nappropriate to ask can be answered.\n    Thank you, and we'll move to the next panel. I also ask \nunanimous consent that this Nuclear Security General Aviation \nis Not a Threat document by Senator Inhofe be made a part of \nthe record. Without objection."
break,break,break,break,break
"","","jeffords","Senator Jeffords","           Nuclear Security--General Aviation is not a Threat\n (A Report by Nuclear Safety and Security Consultant Robert Jefferson)"
break,break,break,break,break
"","","jeffords","Senator Jeffords","    Summary: The Aircraft Owners and Pilots Association commissioned \ninternationally recognized nuclear safety and security expert Robert M. \nJefferson to examine the potential threat from a general aviation \naircraft to a nuclear power facility. Jefferson concluded that even if \na general aviation aircraft were loaded with explosives, it ``would \nfail to produce the damage necessary to cause any radiological \ninvolvement of the public. Certainly, if a terrorist organization were \ninclined to undertake such an effort, a light aircraft would quickly be \ndismissed as a possible vehicle due to its impracticality.''\n    Specifically, Jefferson's study concluded that:\n    A general aviation aircraft could not penetrate the concrete \ncontainment vessel protecting the nuclear reactor. While many \ncontainment vessels were not specifically designed to withstand an \naircraft impact, all vessels are designed to withstand the impact of \ntornado-propelled ``missiles.'' Such missiles exceed the force of a GA \naircraft impact.\n    In one test, a 45,000-pound F4 fighter was propelled into simulated \ncontainment wall at over 450 miles per hour. The aircraft was \ndestroyed; the concrete wall was ``uncompromised.'' (An F4 is 18 times \nheavier than a Cessna 172, the most popular GA aircraft. Even in a \ndive, a Cessna 172 can't go much faster than 200 mph.)\n    Even a large commercial airliner such as a Boeing 757 would not \nlikely penetrate the outer containment vessel of a nuclear power plant. \nBut even if it did, the reactor vessel, which contains the nuclear \nfuel, would remain intact, according to Jefferson.\n    A general aviation aircraft loaded with explosives would not likely \ncause a release of radiation. Most GA aircraft have payloads of less \nthan 1,000 pounds. Any explosives would have to be carried in the \npassenger or cargo compartments. Even if a terrorist were able to rig a \ncontact fuse on the nose of the aircraft, the explosion would be \nseveral feet away from the reactor containment building. That distance \nwould reduce the damage to the point that even if the containment \nvessel were breached, there would be little or no damage to the reactor \nvessel inside.\n    An aircraft attack on auxiliary buildings would not likely cause a \nrelease of radiation. Nuclear power plants are designed so that a \n``single failure'' cannot cause the loss of critical safety systems. \nSupport systems are not co-located at a single point. An aircraft crash \ncould not destroy every safety and control system at once.\n    A GA aircraft could not ignite the Zirconium cladding on spent \nnuclear fuel. Spent nuclear fuel is stored in deep pools, covered with \nup to 50 feet of water. The pool walls are concrete and steel, The pool \nitself is a relatively small target. Even if the aircraft could hit the \npool, it would not likely disturb the spent fuel. To ignite the fuel \ncladding, the aircraft would first have to displace all the water, and \nthen create a fire that would burn for about 20 hours. That would take \nsome 176,000 gallons of aviation gasoline, The typical GA aircraft \ncarries 60 gallons of fuel.\n    Following the attacks of September 11th, the United States \ngovernment has struggled to identify potential threats and targets for \nfuture terrorist activities. Potential targets identified by security \nofficials have included shopping malls, banking institutions, water \nreservoirs, federal buildings, fairs, festivals, sporting events, and \nnuclear facilities. Some public officials have focused their attention \non the potential use of light, general aviation aircraft to launch \nattacks against national assets. Specifically, claims have been made \nconcerning the nation's nuclear power plants and their theoretical \nvulnerability to attacks from light aircraft.\n    As a result, the government and others continue to examine the \nissues surrounding both real and perceived weaknesses in nuclear \nsecurity. One such example of these efforts is the study initiated by \nU.S. Representative Edward J. Markey titled Security Gap: A Hard Look \nAt the Soft Spots in Our Civilian Nuclear Reactor Security. In this \n``study'', Representative Markey, who has historically proven to be an \nopponent of nuclear energy, attempts to establish a supposition that \ngeneral aviation poses a national threat based on its potential for use \nin strikes against nuclear power plants.\n    In reality, general aviation is a safe and important component of \nthe United States transportation system. Moreover, light, general \naviation aircraft do not pose a threat to domestic nuclear power plant \nsecurity, and the facts presented in this report explain and illustrate \nthis while refuting these accusations."
break,break,break,break,break
"","","jeffords","Senator Jeffords","                   NUCLEAR FACILITY DESIGN STANDARDS"
break,break,break,break,break
"","","jeffords","Senator Jeffords","    It has been suggested that the design standards of nuclear power \nplants offer inadequate protection in resisting airborne attacks. One \npoint raised was the fact that few nuclear reactor facilities were \ndesigned specifically against threats from light, general aviation \naircraft. This point is misleading, because it overlooks the fact that \nby their very design, nuclear power plants are inherently resistant to \nsuch strikes. For example, in the late 70's, the Japanese government \nconducted a test in which a 45,000-pound F-4 Phantom jet was impacted \nat over 450 miles per hour into a concrete wall about the thickness of \nthe containment vessel of a nuclear power plant. The results were \ndramatic. While the aircraft was completely destroyed upon impact, the \nintegrity of the wall remained uncompromised. To relate this to general \naviation, it is important to note that the F-4 Phantom jet weighs 7 \ntimes as much as the average general aviation aircraft and was flown \ninto the wall at speeds exceeding two and one half times that of a \ngeneral aviation aircraft.\n    Parallels can also be drawn to one of the standard accident \nscenarios used in the design of nuclear power plants, the impact of \ntornado-propelled missiles such as power line poles. In a series of \ntests conducted by Sandia National Labs in the 1970s, wooden power \npoles were hurled into a concrete target (simulating a containment \nwall) at speeds up to 120 miles per hour. The power pole was, in each \ncase, reduced to splinters. However, the thick concrete targets were \nmerely polished at the point of impact. A power pole impacting \nperpendicular to the surface of the concrete is certainly as effective \nor a more effective missile than a light (aluminum), general aviation \naircraft.\n    These tests serve to support a statement made by Chairman Richard \nMeserve of the U.S. Nuclear Regulatory Commission in which he remarked, \n``Nuclear power plants are among the most formidable structures in \nexistence. Nuclear power plants are certainly far more capable to \nrespond to an aircraft attack than other civilian facilities.'' This is \nnot to imply that such structures are indestructible but that they are \nindeed very robust hard targets,\n    The Markey report implied that a general aviation aircraft impact \nto the containment structure of a nuclear reactor could cause a full-\nscale core meltdown. However, engineering data, supported by ``real-\nworld'' tests, refute these claims. The conclusions to be drawn are \nclear. Given that aircraft size and speed are two crucial elements in \nthe damage equation, a light, general aviation aircraft weighing less \nthan 6,000 pounds traveling at under 300 miles per hour simply lacks \nthe energy to cause significant damage. In comparison, a commercial \naircraft like the Boeing 757 weighs upwards of 250,000 pounds and \ntravels at speeds in excess of 500 miles per hour. Most experts agree \nin the event an aircraft similar in size to a Boeing 757 airliner were \nto strike a nuclear power plant, in all likelihood, it would be unable \nto penetrate the outer containment vessel. But, even if it did manage \nto do so, the reactor vessel, which contains the nuclear fuel, would \nremain intact, eliminating the threat of public exposure to radioactive \nmaterials.\n    Others have speculated a light aircraft laden with explosives might \nbe used to breach a reactor containment building, again implying this \nwould result in a full-scale core meltdown. Again, the capabilities of \nlight aircraft argue against such an attack being successful. Very few \ngeneral aviation aircraft have a payload as high as 1,000 pounds, even \nif flown by a small pilot and carrying minimum fuel. Further, the \nexplosives would be carried in the cabin placing them at a distance \nfrom the point of impact. Modem explosives must be detonated, and \nimpact has a small probability of causing detonation. So, even if the \nterrorist rigged a contact fuse on the nose of the airplane to set off \nthe explosives, there would be several feet between the reactor \nbuilding and the detonation. That distance would reduce the damage to \nthe point that, even should the containment building be breached, there \nwould be little damage inside (and no aircraft fuel to cause a fire). \nAgain, such an attack would be an exercise in futility as there would \nbe no radiation release and no public involvement.\n    Hypothetically, a larger aircraft (not the typical general aviation \naircraft) carrying thousands of pounds of explosives may be able to \npenetrate the outer containment vessel of a nuclear power plant, \ncausing severe damage to systems inside. However, this would affect an \nimmediate shutdown of the reactor, which would remain intact in such a \nscenario.\n    It has been asserted that, ``NRC recognizes aircraft crashes may \nresult in multiple-failure initiating events, and that non-safety \nsystem malfunctions could contribute to such events.'' The regulations \nfor analyzing the safety of nuclear power plants require every \nconceivable element that could contribute to safety degradation must be \nconsidered a ``safety system.'' Further, nuclear power plants must be \ndesigned to prevent ``single failures,'' no matter how they propagate, \nto cause loss of critical safety systems. It is inconceivable that the \ncrash of a general aviation aircraft could accomplish such broad safety \nproblems in a nuclear power plant.\n    Others have postulated that it would only take two hours after loss \nof ``on-site power'' at a nuclear facility for core damage to begin. \nThis assumes not only loss of on-site power but also loss of standby \npower and loss of emergency core cooling. Piling one miniscule \nprobability on top of another quickly stretches the limits of \nbelievability. These entities have also proposed that support systems \nand auxiliary buildings as also vulnerable to a successful attack. This \nassertion assumes that all support systems are co-located at a single \npoint, allowing an aircraft crash to destroy everything at once. This \nis a simplification that serves the alarmist argument, but it is simply \nuntrue."
break,break,break,break,break
"","","jeffords","Senator Jeffords","SPENT FUEL STORAGE AND UNSUBSTANTIATED RISK OF FIRE RESULTING FROM THE \n                     IGNITION OF NUCLEAR MATERIALS"
break,break,break,break,break
"","","jeffords","Senator Jeffords","    Another possibility discussed regarding nuclear power plants \ninvolves the scenario of an aircraft crash somehow igniting the \nZirconium cladding on the nuclear fuel elements. Unlike Sodium, which \nbums on exposure to air, or Magnesium, which ignites at relatively low \ntemperature, solid Zirconium will not burn. Zirconium doesn't melt \nuntil approximately 3,330 degrees Fahrenheit. However, fine Zirconium \nshavings or dust will bum. In order to cause a Zirconium fire, it would \nbe necessary for a terrorist to fracture the nuclear fuel cladding into \nsmall pieces before subjecting it to a source of ignition. Even \nassuming that the Zirconium was fragmented into chips, the spent fuel \nelements are either under water (upwards to 50 feet in many cases) or \ncontained in massive shielding systems. This means that it would take \nan incredibly large quantity of heat to raise the temperature of the \nZirconium and the surrounding shielding to the point of ignition.\n    Moreover, since aviation gasoline burns at approximately 2,000 \ndegrees Fahrenheit, it would take an extended period of time to achieve \nthe temperatures needed to ignite Zirconium shavings. A fire that \npersists for a long time (twenty hours has been mentioned) requires a \nsubstantial fuel source. In an open configuration, such as might take \nplace on the ground surrounding a dry storage facility, gasoline will \nburn at a rate close to \\1/3\\ inch per minute (i.e., a large pan of \ngasoline burning will reduce the level of the fuel in the pan about \\1/\n3\\ inch per minute). Given that even the largest light aircraft carries \nless than 300 gallons of fuel, the possibility of such a condition is \npractically non-existent.\n    Further, to provide an optically opaque fire and transmit as much \nheat as possible, the flames have to be at least ten feet thick. Thus, \nto engulf a dry storage cask in flames (one model is about 10 feet in \ndiameter, others are larger) would require a pool at least 30 feet in \ndiameter. At \\1/3\\ inch a minute, this would consume almost 150 gallons \na minute even if there were no runoff. At that rate, a 20-hour fire \nwould consume 400 inches of fuel, or slightly over 176,000 gallons \n(equaling one million pounds). Not even the largest military tanker can \ntransport that much fuel. Using the figure of 20,000 gallons of fuel \nmentioned in the Markey report, a fire 30 feet in diameter would bum \nfor a maximum of about 2.3 hours. Since light general aviation aircraft \ncarry only a fraction of the cited fuel volume plus, considering \nrunoff, the resulting fire from a small airplane crash would be mere \nminutes. The possibility of a fuel explosion igniting the Zirconium is \nrefuted by carefully reviewing the dynamics of such an event. The \ntemperature of a fireball is again about 2,000 degrees, but the \nexposure lasts for only milliseconds. This would produce insufficient \nheat to raise the temperature of the Zirconium more than a degree or so \neven if directly exposed to the fireball.\n    It is hard to conceive that even a deliberate attempt to \ncontinuously provide additional combustible fuel to the fire over a \nprolonged time could ever ignite the Zirconium cladding on the reactor \nfuel elements. If the combustible fuel is to be delivered by an \naircraft impacting the facility, the crash will disburse the fire over \na wide area, and, thus, present absolutely no hazard to the spent fuel \nin either the fuel pool or the dry storage casks."
break,break,break,break,break
"","","jeffords","Senator Jeffords","           ANTI-AIRCRAFT DEFENSE UNWARRANTED AND INEFFECTIVE"
break,break,break,break,break
"","","jeffords","Senator Jeffords","    One of the most unreasonable ideas presented to the public calls \nfor anti-aircraft capabilities around nuclear power plants. The idea \nbegs careful analysis focused on the potential for the unintended \nconsequences of shooting down an innocent civilian aircraft. The claim \nthat other countries have adopted this strategy does little to quell \nthe fears of general aviation pilots or the air traveler. The volume of \ngeneral aviation traffic and the freedom with which it is utilized is \nunique to the United States, rendering such comparisons of little \nvalue. The entire concept is flawed for a more significant reason. The \nfederal government has a finite amount of capital available to protect \nits citizens, and, when it is spent in support of irrelevant strategies \n(leaving the more critical considerations unprotected), the nation \nbecomes far more vulnerable to terrorist threats."
break,break,break,break,break
"","","jeffords","Senator Jeffords","         ATTACK BY LIGHT GENERAL AVIATION AIRCRAFT IMPRACTICAL"
break,break,break,break,break
"","","jeffords","Senator Jeffords","    General aviation aircraft would prove ineffective in an attack, \nsimilar to those carried out on September 11th. The World Trade Center \ntowers and the Pentagon were large, conspicuous landmarks and, as such, \nwere more easily targeted in an aerial attack than would be a nuclear \npower plant. The success of these attacks was predicated on the use of \nlarge, turbine-powered commercial aircraft with immense fuel carrying \ncapacity. A general aviation aircraft, at only a fraction of the \nweight, speed and fuel load, would be unable to inflict damage on the \nscale witnessed on that tragic day.\n    In spite of this fact, concerns have been raised regarding the \nperceived threat of general aviation to nuclear power plants. For \nexample, it was reported that 21 power plants lay within 5 miles of an \nairport, implying that these airports present an inherent threat based \non their proximity to nuclear power plants. Common sense would dictate \nthat proximity is hardly the issue in such cases. It is unlikely that a \nterrorist would rule out a given target based on the travel time \ninvolved in reaching it. The reality is that the proximity of these \npower facilities to active airfields does not increase their exposure \nto terrorist threats.\n    However, since the point has been raised, these airports (many of \nwhich are small general aviation facilities) serve as excellent \nexamples as to why general aviation is not a threat. The light aircraft \nflown into small general aviation airports throughout the United States \nare ill suited for terrorist use, given they lack the weight, speed, \nfuel and load carrying capacity to do significant damage to a target.\n    Of the 23 airports listed in the government study, 5 are so small \nthat they do not even appear in AOPA's Airport Directory, a \ncomprehensive compendium of civil airport data. Eleven of the airports \nare small private airstrips, most with turf (unpaved) runways. Five of \nthe airstrips have runways too short to permit operations by large, \nturbine-powered aircraft. In reality, only two of the airports listed \nin the report have runways large enough to allow operation by large, \ntransport-category aircraft. One of these is located proximate to the \nThree Mile Island facility in Harrisburg, Pennsylvania, which was \nspecifically designed to sustain an impact from a large aircraft. The \nMarkey report implies to a large degree that nuclear security concerns \nrest squarely with general aviation. However, scientific evidence to \nthe contrary demonstrates that the concerns raised have no basis in \nfact and are completely unwarranted."
break,break,break,break,break
"","","jeffords","Senator Jeffords","                               CONCLUSION"
break,break,break,break,break
"","","jeffords","Senator Jeffords","    General aviation is a safe and important part of the United States \ntransportation system. For the reasons cited in this report, it is \nunlikely that a terrorist would choose a light, general aviation \naircraft to threaten a nuclear power plant. The result of such an \nendeavor would fail to produce the damage necessary to cause any \nradiological involvement of the public, Certainly, if a terrorist \norganization were inclined to undertake such an effort, a light \naircraft would quickly be dismissed as a possible vehicle due to its \nimpracticality."
break,break,break,break,break
"jeffords","Senator Jeffords","jeffords","Senator Jeffords","    Thank you, Mr. Chairman. I enjoy working \nwith you. We'll be back with you soon.\n    Dr. Meserve. Thank you."
"jeffords","Senator Jeffords","jeffords","Senator Jeffords","    Our next panel consists of five \nwitnesses. Our first witness is David Lochbaum, a nuclear \nsafety engineer with Union of Concerned Scientists. Our second \nwitness will be Mr. Jack Skolds, chief nuclear officer at \nExelon Corporation. Next we will have Danielle Brian, executive \ndirector of the Project on Government Oversight. After Ms. \nBrian, Donna J. Hastie, a specialist in emergency preparedness, \nwill testify. Finally, Dr. Irwin Redlener, president of the \nChildren's Health Fund, will finish our committee's testimony \nthis morning.\n    Each witness is requested to keep his or her testimony to \nno more than 5 minutes. After the conclusion of all testimony, \nmembers will be free to ask questions. Please, speak clearly \ninto the microphone to all of you. Sometimes it's difficult to \nhear from here. We greatly appreciate all of your time and your \nwillingness to share your expertise with the committee and \nthank you for being here.\n    Mr. Lochbaum, please proceed with your testimony."
break,break,break,break,break
"","","jeffords","Senator Jeffords","STATEMENT OF DAVID LOCHBAUM, NUCLEAR SAFETY ENGINEER, UNION OF \n                      CONCERNED SCIENTISTS"
break,break,break,break,break
"","","jeffords","Senator Jeffords","    Mr. Lochbaum. Good morning, Mr. Chairman and members of the \ncommittee. My name is David Lochbaum. I have been the nuclear \nsafety engineer for the Union of Concerned Scientists since \nOctober 1996. Prior to joining UCS, I worked for over 17 years \nin the nuclear power industry.\n    The issue before you today is the security of our nuclear \nfacilities. As with many nuclear power issues, we have firmly \nstaked out middle ground on this one. We disagree with industry \nrepresentatives who contend that nuclear power plants are \nhardened structures, virtually immune from attack, and who \nclaim that the health consequences from a successful attack \nwould be insignificant.\n    But we also disagree with those who contend that nuclear \npower plants are an undue hazard that can only be dealt with by \nimmediately shutting them down. We view nuclear power plants as \nbeing vulnerable to sabotage and advocate taking all reasonable \nsteps to reduce the chances of a successful attack and to \nminimize the harm from a successful attack.\n    We are therefore pleased to support the legislation \nproposed in S. 1586 and S. 1746. Once enacted into law, these \nbills would provide millions of Americans with greater \nprotection against nuclear sabotage.\n    The Price Anderson Act proves the need for adequate \nsecurity. Price Anderson was created because the liability from \na nuclear plant accident could be so large as to prevent \nprivate insurance companies from underwriting that risk. \nCongress is in the process of renewing Price Anderson because \nnuclear power plants remain immense risks, hazards. The \nchemical industry and other industries do not receive \ncomparable Federal liability protection.\n    The 1975 fire at the Browns Ferry nuclear plant illustrates \ntheir vulnerability. A worker checking for air leaks with a \ncandle started a fire that burned out of control for nearly 7 \nhours. The blaze disabled all of the emergency core cooling \nsystems for Unit 1 and nearly all of these systems for Unit 2. \nOnly innovative efforts by workers to cobble together a \nmakeshift scheme for adding water to the Unit 1 reactor \nprevented a core meltdown.\n    It is not farfetched to think that one or more attackers \narmed with explosives or a large aircraft fully loaded with jet \nfuel might be able to cause more damage than one worker with \none candle. While all provisions of both bills have merit, the \nmost valuable portion of the proposed legislation is section \nfour of the Nuclear Security Act. This section requires the \nNuclear Regulatory Commission to conduct force on force testing \nat each nuclear facility at least once every 2 years. The force \non force tests pit mock intruders against the plant's barriers \nand defenders.\n    How do teachers evaluate their students' academic \nperformance? Do they use a checklist to verify that students \nattend classes and have textbooks, pencils, paper and \ncalculators? No. They use tests that demonstrate their \nstudents' capabilities. Textbooks and class attendance are the \npathway to knowledge, while tests are the best measure of \nprogress along that pathway.\n    Likewise, security checklists show that a nuclear power \nplant has gates, guards and guns. But they don't provide enough \ninsight on progress toward security.\n    Force on force tests demonstrate whether adequate security \nhas been achieved. Frequent demonstration of adequate security \nperformance is invaluable. The Nuclear Security Act also \nrequires potassium iodide stockpiling for people living within \n50 miles of each nuclear facility. This provision is urgently \nneeded to eliminate current inequities.\n    That potassium iodide has value is clearly demonstrated by \nthe fact that it would be distributed to nuclear plant workers \nand Federal, State and local officials responding to an \naccident. It would seem unwise not to provide equivalent \nprotection for Americans living downwind of the facilities. But \naccording to the NRC, only 13 States currently stockpile \npotassium iodine for people living within the emergency \nplanning zones. The NRC protecting only some Americans makes \nabout as much sense as the U.S. Coast Guard requiring lifeboats \nin only some cruise ships.\n    Expanding the potassium iodide inventory to cover a 50-mile \nradius, rather than a 10-mile radius, increases the likelihood \nthat all people in harm's way will be protected. No matter \nwhere the line is drawn, the question will remain about people \nliving at N plus 1 miles. The 50-mile radius seems to be a \nreasonable compromise. Even if conditions affect people 60 or \n70 miles downwind of a plant, potassium iodide upwind could be \nredirected to the folks that are in harm's way.\n    The proposed legislation would greatly improve nuclear \nfacility security. The only element potentially missing from \nthe proposed legislation is adequate protection against insider \nsabotage. There's language in the Nuclear Security Act touching \nupon insider sabotage, but it does not specifically address \nfactors such as the two-person rule for vital areas, use of in-\nplant security cameras, armed security guard escorts for \nvisitors to vital areas, integration of security considerations \ninto normal plant safety decisionmaking, and training for \noperators when responding to acts of sabotage.\n    UCS recommends the committee consider strengthening the \nproposed legislation by explicitly incorporating these items, \nobtaining a firm commitment for the NRC to include these items \nin their top to bottom review, or by providing clear guidance \non expectations regarding these items in the committee reports \nthat accompany these bills.\n    In closing, UCS supports S. 1586 and S. 1746 and hopes that \nboth bills become law. I have testified before Congress several \ntimes. Until now, it has been always to oppose this or to \ncomplain about that. It is a welcome change to appear today in \nfull support of these bills. The worst part about these bills \nis they address reasonable steps that could be taken but have \nnot yet been taken. The best part about these bills is that \nthey will solve problems once they're enacted. Thank you."
"jeffords","Senator Jeffords","jeffords","Senator Jeffords","    Thank you. Very good. You were almost \nright on the 5 minutes. I appreciate that.\n    Mr. Lochbaum. I practiced more than once."
break,break,break,break,break
"","","","","    [Laughter.]"
"jeffords","Senator Jeffords","jeffords","Senator Jeffords","    Mr. Skolds."
break,break,break,break,break
"","","jeffords","Senator Jeffords","STATEMENT OF JACK SKOLDS, CHIEF NUCLEAR OFFICER, EXELON NUCLEAR"
break,break,break,break,break
"","","jeffords","Senator Jeffords","    Mr. Skolds. Thank you, Mr. Chairman and members of the \ncommittee. Thank you for the opportunity to appear before you \ntoday to discuss this important issue.\n    I would also like to thank several members of the committee \nfor investigating the issues of nuclear plant security first-\nhand. Senators Graham, Clinton, Corzine, Smith, Voinovich and \nSpecter have all toured nuclear power plants to receive \nbriefings on plant security since September 11, as have several \nmembers of the committee's staff members. In fact, Senator \nSpecter has toured three of the five nuclear power plants in \nPennsylvania, including two Exelon facilities.\n    I will focus my comments today on the legislative proposals \nbefore the committee, though my written statement provides \nextensive background on security at commercial nuclear plants \nin the United States after September 11 and recommendations \nthat the Federal Government should take to enhance security.\n    Before addressing the legislation pending before the \nSenate, however, I would like to make a few comments. We \nbelieve that there are people interested in doing harm to \nnuclear power plants. We have the most at risk, and we take \nthis issue very seriously. The nuclear power industry is \nabsolutely committed to ensuring that our plants are operated \nsafely and that all necessary steps are taken to protect the \nhealth and safety of the public and our employees. Thousands of \nour employees live within the 10-mile EPZ surrounding the \nnuclear plants and no one has a greater interest than we do.\n    Second, commercial nuclear power plants are the most well \nprotected industrial facilities in the United States today and \nin fact, many businesses are turning to us as a model for \nsecurity and emergency planning at their industrial complexes. \nThird, as the United States acts to strengthen homeland \nsecurity in light of the new threats to the Nation's security, \nit's imperative that Federal, State and local officials work \ncooperatively with nuclear plant operators to build on the \nsolid foundation of emergency response capabilities that \nexisted prior to September 11.\n    Let me turn my specific comments to the legislation. On S. \n1586, the nuclear industry is on record as supporting the \nprovisions included in S. 1586. While some NRC licensees have \nrecently expressed concern about the possible legal \nimplications of providing wide ranging arrest authority to \nprivate security forces, the industry stands ready to work with \nthe committee to resolve these concerns.\n    Concerning S. 1746, it makes sweeping changes in the manner \nin which security at commercial nuclear facilities is \naddressed. Unfortunately, this legislation puts the proverbial \ncart before the horse by mandating radical legislative \nsolutions to issues that have not been identified as problems.\n    Section 3 of the bill would substitute a statutorily \nmandated design basis threat for that developed by the NRC and \nwould federalize security at commercial nuclear power plants by \nestablishing a nuclear security force within the NRC and by \nrequiring the Commission to develop a security plan for each of \nthe Nation's sensitive nuclear facilities. Section 3 also \nlevies a tax on sensitive nuclear facilities to fund a newly \ncreated nuclear security fund.\n    Before legislating the details of a design basis threat, \nCongress should first direct the President to conduct a \ncomprehensive review with the various energy, intelligence and \nlaw enforcement agencies of the various threats facing nuclear \npower plants. Once such a review is completed, the NRC should \nbe directed to adjust the design basis threat accordingly.\n    With regard to federalization of nuclear security forces, \nExelon strongly opposes such a drastic and unjustified change \nin the security requirements. Security forces at nuclear power \nplants are highly trained professionals. Substituting Federal \nemployees to safeguard sensitive nuclear facilities may \nactually degrade security. We believe that the integrated \ncommand and control of plant security forces is an important \naspect of our operations, and plant operations personnel, and \nit's essential to ensure the protection of the public health \nand safety.\n    Similarly, requiring the NRC to develop the security plans \nfor each of the Nation's sensitive nuclear facilities within \n180 days would be a significant task that would result in an \nunnecessary and perhaps dangerous diversion of Commission \nresources. As with federalization of the nuclear plant security \nforces, requiring a federally developed security plan for \nseveral dozen sites is unnecessary given the lack of evidence \nthat the current system is deficient.\n    Finally, a tax on nuclear power plant operators would fund \na new and unnecessary Federal bureaucracy and would be \nunparalleled in the private sector. Simply put, this $700 \nmillion tax would fund an activity that is effectively managed \nby the private industry.\n    Section 4 establishes an operation safeguards and response \nunit at the NRC. The existing NRC operational safeguards and \nresponse evaluations, or OSRE, has been applied and interpreted \nin an inconsistent and at times arbitrary manner. Anti-nuclear \ngroups and the NRC have at times inaccurately characterized \nlicensee performance under the existing program by claiming \nthat we have failed.\n    Now, these programs have been conducted for approximately \n15 year. If the report had been that we had found no areas for \nimprovement, I'd be very concerned. There are areas for \nimprovement, and these exercises are very rigorous, these \nexercises are very detailed, and they're intended to identify \nareas for improvement.\nhave to sum up, you're at the end of your time.\n    Mr. Skolds. All right. I'll stop right there then. Thank \nyou for the opportunity.\n    Senator Clinton. Thank you very much.\n    Ms. Brian."
break,break,break,break,break
"","","jeffords","Senator Jeffords","  STATEMENT OF DANIELLE BRIAN, EXECUTIVE DIRECTOR, PROJECT ON \n                      GOVERNMENT OVERSIGHT"
break,break,break,break,break
