surname,speaker,previous_surname,previous_speaker,speech
"dreier","Mr. Dreier","polis","Mr. Polis","    Do you want to recognize Ms. Foxx first?\n    The Chairman. I would. I will go to the gentlewoman from \nGrandfather, North Carolina, the gentlewoman, Ms. Foxx."
"foxx","Ms. Foxx","dreier","Mr. Dreier","    Thank you very much, Mr. Chairman. I agree with \nyou that we should defer to the chairman of the full committee. \nI have no comments. I would be happy to hear from Chairman \nDreier."
break,break,break,break,break
"","","foxx","Ms. Foxx"," OPENING STATEMENT OF THE HONORABLE DAVID DREIER, CHAIRMAN OF \n                     THE COMMITTEE ON RULES"
break,break,break,break,break
"dreier","Mr. Dreier","foxx","Ms. Foxx","    Thank you very much, Mr. Chairman, and let me \nsay this is a very interesting perspective, sitting where I am \nright now. I have never sat in this chair before in my life, \nbut it is nice to be here. And I want to just make a couple of \nvery brief comments.\n    I thank you, Chairman Sessions, and Mr. Polis. I think that \nfor the record we should say that Mr. Hastings, whom we are \nsorry is not well, the ranking member of the subcommittee, is \nan enthusiastic supporter of this issue, and I am----"
"polis","Mr. Polis","dreier","Mr. Dreier","    Would the gentleman yield for a moment?"
"dreier","Mr. Dreier","polis","Mr. Polis","    I am happy to yield."
"polis","Mr. Polis","dreier","Mr. Dreier","    I am not sure that that characterization is \ncorrect. I think he, too, like myself, has an open mind, but I \nwould not--I have not received word from the ranking member \nthat is a strong supporter of this initiative."
"dreier","Mr. Dreier","polis","Mr. Polis","    Well, I have. I have received that word, if I \ncould reclaim my time, and I have been told that Mr. Hastings \nis an enthusiastic supporter of the notion of biennial \nbudgeting. And obviously if he were here, he could speak for \nhimself, and so anyway--but if I could proceed, I just, in \nthinking about this issue, I am here because of a couple of \nappropriators. One, the former chairman of the committee who is \nsitting before us, and the other a former member and chairman \nof the Subcommittee on Health and Human Services, Mr. Regula.\n    Mr. Young and Mr. Regula approached me probably a decade \nand a half ago when we were talking about the issue of biennial \nbudgeting, and I was surprised because traditionally there has \nbeen opposition from members of the Appropriations Committee on \nthis issue, believing somehow that going to a biennial process \nundermines the sword of Damocles, the power over the purse, as \nMadison put it in Federalist number 48, to do it on an annual \nbasis, and that is the only way to adequately do oversight. \nWhen these two great appropriators, Chairman Young and Chairman \nRegula, indicated to me that they believed not only could it \nsave money but it would enhance the ability for the \nAppropriations Committee to do greater oversight on this \nissue--and if you look at the 1974 Budget Impoundment Act, I \nran for Congress just actually three years after the 1974 \nBudget Impoundment Act was put into place. And if you look at \nwhat has happened since that time, Democrats and Republicans \nalike recognize the budget process itself is broken. Steps need \nto be taken. And we all know the overused Einstein quote: The \ndefinition of insanity is doing the same thing over and over \nand over again, expecting a different result.\n    But the fact of the matter is, how many times since the \nestablishment of the 1974 Budget Impoundment Act have we \nsuccessfully been able to complete the entire budget and \nappropriations process? Very, very rarely has that happened.\n    Now, I will say that I understand that there is a wide \nrange of views. I have read the opposition. I just last night \nread the study from the Center on Budget Policy, I have read \nfrom the Council of State Legislatures, there has been a mixed \nview from that Laboratory of the States on this. Some States \nhave gone from annual to biennial, some have gone from biennial \nback to an annual process, and so I think that it is important \nto have an open mind on this.\n    I think it is also important for us to realize that there \nare a number of people who have been opponents in the past and \nare now enthusiastic backers. Ed Whitfield and Charlie Bass and \nlots of other people, lots of Democrats have joined working \ntogether on this issue in the past. We worked with Pete \nDomenici, the former chairman of the Budget Committee, and you \nremember, Ed, those meetings we had repeatedly with Chairman \nDomenici as we were working to pass this measure--and you do, \ntoo, Bill--in the early part of this decade. Actually it was \nMay 16th of 2000, we got over 200 votes, the highest number of \nvotes we have ever gotten on any budget process reform measure \non the House floor when we offered this as an amendment 12 \nyears ago this coming May. And one of the strong opponents of \nbiennial budgeting has been the current chairman of the Senate \nBudget Committee, Kent Conrad. Kent Conrad has done a 180-\ndegree. He and I have had several discussions in which he said, \nI was a strong opponent of biennial budgeting, but I believe \nthat it is absolutely essential for us to move towards a \nbiennial process if we are going to have a chance to tackle the \nchallenges that Mr. Polis has correctly raised that need to be \ndone.\n    Obviously, job creation and economic growth are very, very \nimportant. Working towards fiscal responsibility is important. \nOur constitutionally mandated responsibility of congressional \noversight is critically important, and so there are so many \nthings that I believe we can do. Biennial budgeting is not a \npanacea to all the ailments of society. I am the first to admit \nthat. But I do believe that these, exploring new ideas--I don't \nknow that we are going to end up with a complete, complete \nprocess that is biennial. Maybe we begin with incremental steps \non this. Maybe that is a first step because States have had a \nmixed view on this. But I do believe that it is time for us to \nreally get off the dime and move ahead because of what we \nrecognize. I mean, Virginia is wearing the 1000 days button, \nPete talked about the fact that we have gone 1000 days without \naction in the Senate.\n    You know what? We all have responsibility for the problems \nthat have taken place. I mean, I happen to think that this past \nyear we have done pretty well. We passed a budget. We have \ntried our doggonedest to get the appropriations process \nthrough, but with our hands tied it has been difficult for all \nof us. So I want to express my appreciation to Bill Young and \nto Ed Whitfield, whom I know are both here, Mr. Chairman, as \nproponents of this. And my very dear friend David Price is not \nas enthusiastic on this issue, I know, as a member of the \nAppropriations Committee, but we very much wanted to hear from \nhim. We are going to hear from Reid Ribble, who is a member of \nthe Budget Committee and has embraced this notion as well, and \nMr. Lilly is here, and I know we are going to have other \nwitnesses.\n    We wanted to have both perspectives, and so you have put \ntogether what I think will be an interesting first subcommittee \nhearing that we have had in this Congress, and I appreciate \nthat and look forward to hearing from our witnesses, Mr. \nChairman. Thank you.\n    The Chairman. Chairman Dreier, thank you very much. I think \nthat there are perhaps--and if we had given you another 10 \nminutes, I am sure you would have alluded to it--I think the \nAmerican public has a say in how we are seen, that we should \nunderstand that the public needs to have confidence in what we \ndo. And secondly, managers of the government, the business of \nall the agencies, they need the assurance that Congress cannot \nonly hear from them, but give them the necessary tools to act \nefficiently.\n    Obviously, the vice chairman of this subcommittee, the \ngentlewoman, Ms. Foxx, has a dynamic and distinguished \nbackground in the free enterprise system as well as government, \nand I want to thank her for not only being here today but \nlending her time and talent to this effort.\n    Without objection, I would like to enter into the record \ntwo statements, one from the gentleman Kent Conrad and a joint \nletter of Patty Murray and Jeb Hensarling. Without objection, \nthat will be entered into the record."
break,break,break,break,break
"","","dreier","Mr. Dreier","Prepared Statement of the Honorable Kent Conrad, a Senator in Congress \n                     From the State of North Dakota"
break,break,break,break,break
"","","dreier","Mr. Dreier","    I want to thank Chairman Dreier and Ranking Member Slaughter for \ninviting me to submit testimony to the House Rules Committee on the \nsubject of biennial budgeting.\n    Throughout my tenure as Senate Budget Committee Chairman, I have \nbeen focused on ways we could improve and reform the congressional \nbudget process. For years, I opposed reforms that involved moving to a \nbiennial budget, because I felt the federal government, like any large \nbusiness or organization, needed to establish a budget each year. But I \nnow believe the time for biennial budgeting has come.\n    This past fall, I held a hearing focused on biennial budgeting. \nBased on testimony at that hearing and further discussions with Budget \nCommittee Members, both Democrats and Republicans, Ranking Member \nSessions (R-AL) and I sent a letter to the Joint Select Committee on \nDeficit Reduction recommending a switch to biennial budgeting. I am \nsubmitting a copy of that joint letter and request that it be included \nin the Committee record for this hearing.\n    My reason for supporting biennial budgeting is clear. The current \nbudget process is simply not working. It has become increasingly \ndifficult to pass and conference a budget resolution, particularly \nduring election years. Year after year, we face continuing resolutions, \nomnibus bills, supplementals, and, increasingly, threats of shutting \ndown the government. At the same time, we see far too little oversight \nof federal agencies and programs. Biennial budgeting won't solve all of \nthese problems. But it could help.\n    It is important to remember that Congress has effectively moved to \nbiennial budgeting already. In fact, since 1998, budgets have been \npassed in only two election years--in 2000 when Senator Domenici was \nChairman of the Senate Budget Committee and 2008 when I was Chairman.\n    Moving to biennial budgeting would allow Congress to spend more \ntime on oversight. Under the current system, as soon as the budget \nprocess ends for one fiscal year, the next year's process has begun. \nThis leaves little time for Congress to focus on authorizations and \noversight, or to examine mandatory spending and tax policy with the \nrigor that these parts of the budget require. Biennial budgeting would \nappropriately shift Congress's attention to longer-term budgetary \nissues and the oversight that is critically needed in this era of \nconstrained federal resources. It would result in more accountability \nfrom the Executive Branch--ensuring that scarce federal resources are \nbeing used efficiently and effectively.\n    Moving to biennial budgeting could also result in a reduction in \nthe use of continuing resolutions and omnibus bills. And it would allow \nfor better long-term planning by federal agencies and programs.\n    Several variations of biennial budgeting have been proposed. As \nSenator Sessions and I noted in our joint letter, we believe the most \neffective biennial budgeting framework would include the following \nelements: In odd-number years, the President would submit a two-year \nbudget and Congress would pass a two-year budget resolution. Congress \nwould focus on authorizations and oversight when not budgeting. The \nBudget Committees would conduct performance-based reviews of federal \nprograms. These reviews would examine discretionary and mandatory \nspending programs, as well as tax expenditures and other revenue-\nrelated policies. And the Budget Committees would issue a report and \nother materials in the off year detailing the findings and conclusions \nof the Committee, including recommendations regarding underperforming \nfederal programs.\n    The Senate Budget Committee did not have agreement on whether \nappropriation bills should be enacted on one- or two-year cycles, or a \ncombination of one- and two-year cycles. However, many members of the \nCommittee support biennial appropriations as well as biennial budgets.\n    As I noted, biennial budgeting won't solve all of our budget \nproblems. Ultimately, the nation's long-term fiscal imbalance will only \nbe solved with a bipartisan, comprehensive, and balanced deficit and \ndebt reduction agreement. But biennial budgeting could make a positive \ncontribution toward fiscal discipline. And there is growing bipartisan \nsupport in both the House and Senate for changing to a biennial budget \ncycle.\n    Again, I want to thank Chairman Dreier and Ranking Member Slaughter \nfor inviting me to submit testimony on this critical budgeting issue."
break,break,break,break,break
"","","dreier","Mr. Dreier","    The Chairman. At this time I would like to acknowledge and \nwelcome the first panel that we have, obviously three \ndistinguished Members of Congress, as Chairman Dreier had \nalluded to. Perhaps they come with agreement or not, but they \ncome with ideas, and this subcommittee hearing today, and what \nwe are trying to do in this process is to hear from people who \nare deeply engaged in that process.\n    As a former member of the Budget Committee, I have my own \nopinion, but today we are going to look at those who have their \nopinions based upon vast service to this United States \nCongress. And I would like to welcome Congressmen Bill Young, \nEd Whitfield, and David Price as they come to testify today.\n    And by way of introduction, Chairman Young, thank you for \ntaking time to address this important issue. You were the last \nchairman of the Appropriations Committee to oversee a balanced \nannual budget. That is important. And those who have a steady \nhand on that wheel understand how hard that is. He is also \ncosponsor of the biennial budgeting bill that is before us \ntoday.\n    Congressman Ed Whitfield serves on the Energy and Commerce \nCommittee, and obviously he is a long-time advocate for the \nbiennial budgeting and has worked with David Dreier to \nintroduce H.R. 114.\n    And I am delighted to have David Price, our friend who is a \nwell respected member of the Appropriations Committee, \ncurrently serving as the ranking member of the Subcommittee on \nHomeland Security. Congressman Price is also co-chair of the \nDemocratic Budget Group. So we welcome all three of you. I \nwould like to acknowledge the gentleman, Mr. Young."
break,break,break,break,break
"","","dreier","Mr. Dreier","STATEMENT OF THE HONORABLE C."
break,break,break,break,break
"","","dreier","Mr. Dreier","    Mr. Young. Mr. Chairman, thank you very much. I think that \nit is appropriate that this subject be discussed openly and in \na legislative forum because it certainly has a lot of merit. At \nleast I believe so. And Chairman Dreier and I have worked \ntogether on this issue now for many, many years, and we don't \nsee any political advantage or political disadvantage. This has \nnothing to do with politics. It has to do with getting our work \ndone.\n    Article I, Section 9 of the Constitution makes it very \nclear that appropriations bills are must-pass legislation. Too \noften we end up not passing an appropriations bill, but we pass \na CR or we lump a lot of appropriations bills into an omnibus \nor a mini-omnibus. In my opinion, that is not a good practice, \nwhether it is a governmental agency, whether it is the Defense \nDepartment--and they would be very big on this issue--or \nprivate business or even in your home. You have got to be able \nto plan. You can't just jump from one issue to another when you \nare planning your financial stability in your family, your \nbusiness, or your government agency.\n    If appropriations bills don't pass, it is hard to plan. \nNow, we have passed 2-year appropriations bills. This is not \nsomething that is new. I would give you this example. In \ncalendar year 2010 we didn't pass appropriations bills. We \nended up in 2011 and passed most of the appropriations bills \nfrom the previous year on a CR. One of the few exceptions was \nthe defense appropriations bill. So we actually introduced that \nbill, it became part of H.R. 1. It was conferenced with the \nSenate in the regular process, and we did pass a good bill. I \nwant to give my friend and my colleague Congressman Norman \nDicks a lot of credit. He was chairman after Jack Murtha's \nuntimely death. Norm Dicks was chairman of the subcommittee, \nand as usual we worked together to produce a bill. Whoever is \nchairman or ranking member, we work together to produce the \ndefense bill. The problem was that Chairman Dicks had a good \ndefense bill, but couldn't get it on the floor. Leadership \nwouldn't even let him go to the full committee with it. And so \nthat didn't pass.\n    So the early part of 2011, we did take up H.R. 1, which was \nthe defense bill for fiscal year 2011. Then after we completed \nthat, we began the process for the 2012 defense bill, and we \npassed that. We went through the regular order, we went to the \nSenate and conferenced with our Senate colleagues. We had a \ngood bill. We had a very large bipartisan vote in the House and \nthe Senate, and so we actually did pass in 1 year 2 years of \nappropriations for national defense.\n    With regard to being able to plan ahead, one of the issues \nthat we have in defense budgeting is you start a project, you \nstop a project, you terminate the project. Termination costs \nare very expensive. By being able to budget for at least 2 \nyears, you can plan ahead a little better and try to avoid \nhaving these programs that stop-start-stop-start, which, as I \nsaid, are very, very expensive.\n    Now, there are some who might think the Constitution says, \nwell, you must appropriate every year. It doesn't say that. To \nthe contrary, I looked very closely to make sure that my \nrecollection was accurate, because I read the Constitution on a \nregular basis, especially the part about appropriations.\n    The founders of our great system, our constitutional \nsystem, included in Article I, Section 8 of the Constitution \nthis language: ``To raise and support armies, but no \nappropriation of money to that use shall be for a longer term \nthan 2 years.'' Now, the founders didn't say you had to do it \nfor 2 years, but they did say you can't do it for longer than 2 \nyears. This says to me that they made it possible for a 2-year \nbudget process and for 2-year appropriations bills. So I think \nwe are on good constitutional grounds to do this, and I think \nthe effectiveness of a 2-year budget should be pretty much \nrecognized.\n    But I would just close on this one point, Mr. Chairman. For \nthose of us, especially who are appropriators, we get \ncriticized in the media considerably; well, why did this \nhappen, why did that happen? This contract really blew out of \nproportion or this contract doesn't work.\n    In order to get the proper oversight, you have got to have \ntime. Getting a bill written, with all of the hearings, with \nall of the process of going to subcommittee, going to the full \ncommittee, going to the floor, and then going to conference \nwith the Senate, it is very time consuming. Now, if we had a 2-\nyear process, we could spend 1 year doing the oversight that we \nget criticism about for not doing enough oversight. Well, there \nare only so many hours in a day. We should do more oversight, \nand I would like to do more oversight on the subcommittee that \nI chair. If we had a 2-year process, I could spend a whole year \ndoing oversight and finding out about those problems, \nhopefully, finding out about those problems that might come \nback to bite us later on. But when your time constraints are a \nproblem, that is not always possible.\n    So you could appropriate one year and do a year's worth of \noversight, which in my opinion would be very, very cost \nproductive for the taxpayer and would make much more efficient \nFederal agencies that could plan ahead a little bit more than \nthey can plan ahead today, especially with the use of so many \nCRs and a lot of uncertainty in where we are going.\n    That is my story today, Mr. Chairman. Thanks for the \nopportunity to relate it.\n    The Chairman. Chairman Young, thank you very much, and I am \nsure you are going to stick to the process that you have \noutlined because there should be a better result that comes \nfrom that. I want to thank you for taking time to be with us \ntoday to lend your not only insight but the advantages of your \nservice to this great Nation, and in particular to the men and \nwomen of our military who protect this great Nation every \nsingle day.\n    The gentleman Mr. Price is recognized."
break,break,break,break,break
"","","dreier","Mr. Dreier","STATEMENT OF THE HONORABLE DAVID E."
break,break,break,break,break
