surname,speaker,previous_surname,previous_speaker,speech
"","","dorgan","Senator Dorgan","    Mr. Tauke. Verizon is not engaged in behavioral \nadvertising, but we are very much aware of the concerns that \nhave been expressed by consumers and this Committee about some \nof the practices that other Internet players are engaged in to \nsend targeted advertising to consumers. Therefore, we have \nfocused attention within Verizon on what policies and practices \nrelated to online advertising we should follow to keep faith \nwith our own customers. And we've looked at what practices \nwould work for the entire on-line industry.\n    Perhaps it would be useful if I just outlined the framework \nof our thinking.\n    First, we focused on the consumer and tried to look at the \nissue from his or her perspective. It seemed clear to us that \nconsumers want information so they know what is going on. They \nwant to be in control of their online experience, and they want \nto be able to choose whether or not their online usage is \ntracked and used to send them targeted advertising.\n    Second, we concluded that any policy governing online \nadvertising should be centered around the notion of meaningful \nconsent by the consumer. We had a lot of discussion about opt \nin and opt out. We concluded that those terms are not \nparticularly meaningful in the online world. Most consumers, I \nsuspect, are like me. We are trying to do something online. The \nscreen pops up. We hit ``OK'' or ``continue'' and move on, not \nreally aware of what we just opted into.\n    So we focused on the concept of meaningful consent and what \nthat means. Our sense is that meaningful consumer consent in \nthis context requires three elements.\n    One, transparency. That means conspicuous and clearly \nexplained disclosure to consumers about what types of data are \ncollected for what purposes and how it will be used.\n    Affirmative choice is the second principle. With knowledge \nof what they are choosing, consumers would have to \naffirmatively act, affirmatively agree to permit tracking of \ntheir online activity.\n    And third, consumer control. Consumers should have the \nongoing ability to change their choice.\n    Senator Dorgan, you put this pretty well in a previous \nhearing on this issue when you talked about a consumer going \ninto the mall. I believe it was your daughter. If you walk into \nthe store and the store keeps track of what you are doing and \nbuying so they can bill you at the end, you know, you probably \nthink that is OK. And if you do not like it, you walk out. But \nif someone starts following you around the mall tracking your \nactivity from store to store, you would feel pretty uneasy \nabout that, I suspect, unless you had invited them along.\n    Using that analogy, what we believe is that before anyone \nfollows a consumer around online to target them for \nadvertising, that the consumer must know what is going on, must \nmake an affirmative choice to permit that activity, and should \nbe able to turn around at any time and say, I do not want you \nfollowing me around anymore.\n    We have been talking to other companies engaged in online \nservices, and we believe that there is a lot of support, as \nevidenced here today, for the recommendations we are making in \nthe testimony I submitted to the Committee. Really, everyone \nshould embrace policies that put the consumer in control of the \nonline experience, and from consumers' perspective, it really \ndoes not matter who is doing the behavioral advertising, \nwhether it is companies providing their browser or their search \nengine, their access, or any other online service. All online \nplayers should protect the privacy of online users.\n    The advertising industry, importantly, also appears to be \ninterested in establishing a set of consistent best practices. \nThat industry has a pretty good record of self-policing, with \nthe Federal Trade Commission helping ensure that the \nadvertising industry's best practices are enforced to protect \nconsumers.\n    With that model in mind, we are reaching out to the online \nindustry to see if we can develop a set of best practices for \nonline advertising that will protect consumers. And we will \nwork with this Committee and other interested organizations to \nfigure out how we can make sure the consumers feel secure and \nin charge when they are online, that the rapidly advancing \ncommunications and information processing technology is used to \nenhance consumers' online experience, not spoil it, and that \nthe Internet continues to open new worlds of opportunities for \neach of us.\n    Thank you very much."
break,break,break,break,break
"dorgan","Senator Dorgan","dorgan","Senator Dorgan","    Mr. Tauke, thank you very much for your \ntestimony.\n    Finally, we will hear from Ms. Gigi Sohn, the President and \nCo-Founder of Public Knowledge. Ms. Sohn, you may proceed."
break,break,break,break,break
"","","dorgan","Senator Dorgan","             STATEMENT OF GIGI B."
break,break,break,break,break
"","","dorgan","Senator Dorgan","    Ms. Sohn. Senator Dorgan, Members of the Committee, thanks \nfor giving me the opportunity today to testify on behalf of \nInternet users.\n    I would like to focus my comments on the growing use of \ntechnologies known as deep packet inspection, or DPI.\n    The use of DPI technology has serious implications for the \nprivacy rights of Americans. Public Knowledge, in partnership \nwith Free Press, has been analyzing these technologies and \ntheir impact on both privacy and an open Internet. Our \norganizations published a white paper entitled NebuAd and \nPartner ISPs: Wiretapping, Forgery, and Browser Hijacking, \nwhich examined the technical and policy aspects of DPI. I \napplaud the Committee for its scrutiny of the use of these \ntechnologies.\n    Simply put, DPI is the Internet equivalent of the Postal \nService reading your mail. While a postal worker might read \nyour mail for any number of reasons, the fact remains that your \nletter is being read by the very person whose job it is to \ndeliver it.\n    When you use the Internet for web browsing, e-mail, or any \nother purpose, the data you send and receive is broken up into \nsmall chunks called packets. These packets are wrapped in \nenvelopes which, much like paper envelopes, contain addresses \nfor both the sender and the receiver, though they contain \nlittle information about what is inside.\n    Until recently, when you handed that envelope to your ISP, \nthe ISP simply read the address, figured out where to send the \nenvelope, and handed it off to the proper mail carrier.\n    Now we understand that some ISPs are opening these \nenvelopes, reading their contents, and keeping varying amounts \nof information about the communications inside for their own \npurposes. In many cases, ISPs are actually passing copies of \nthe envelopes on to third parties who, in turn, read and make \nuse of that information. For the most part, customers are not \naware that their ISPs are engaging in this behavior. The end \nresult is much like if the Postal Service were to open your \nletter, photocopy it, hand that copy to a third party, and then \nreseal the letter so that you would never know it had been \nopened in the first place.\n    So far, we have seen ISPs like Comcast use DPI as a means \nto identify and block certain types of Internet traffic, in \nviolation of the FCC's Internet policy statement. We have also \nseen advertising companies like NebuAd use DPI to collect \nbrowsing histories, online habits, and other potentially \npersonal information about users in order to display \nadvertisements targeted to a specific user's interests.\n    The very nature of DPI raises grave privacy concerns.\n    As a result, when evaluating an implementation of DPI, \nthere are three basic questions that must be answered in order \nto assess both the impact on the user's privacy and the \nacceptability of the use of the technology in question. First, \nwhat purpose is the collected data being used for? Second, how \nis the data collected and utilized? Third, how is affirmative \ninformed consent obtained?\n    Given the power of DPI and the scope of its possible uses, \nit is critical that we establish industry guidelines and legal \nprotections for users. And while the use of personal data by \nweb service providers is not the focus of today's hearing, such \nuses raise separate, yet important privacy questions.\n    Thus, any solution should strive to be comprehensive in \nscope and ensure that the basic principles of privacy \nprotection are applied across the entire Internet ecosystem. \nThese protections must ensure, first, that the purpose of the \nuse of consumer data is one that is consistent with users' \nprivacy expectations; second, that the amount and type of data \ncollected is narrowly tailored to the proposed use and that the \ndata is not kept or disseminated to third parties past what is \nnecessary; and third, that customers have access to and \nactually receive adequate information about the proposed use \nand have affirmatively and actively consented to any practices \nthat might violate their privacy expectations.\n    To achieve these goals, Congress should pass legislation \nthat encapsulates these requirements and makes clear that the \nFCC has the power to enforce them.\n    Even though the Communications Act aims to provide \ncomprehensive privacy protection for users of all \ncommunications technologies, gaps in the law have allowed the \nprivacy of some Internet users to fall through the cracks. The \ntime has now come to address these inequalities and guarantee \nthe right to privacy for all Internet users.\n    In closing, I want to make one extra comment about the \nlegislation. I want to commend the ISPs to my right for \nadopting the principles they have announced today, \ntransparency, control, privacy protection, consumer value. But \nthe problem is that the ISPs that are not here are the ones \nthat use NebuAd and the ones that told Representative Markey \nand Representative Barton that they thought that they were \nacting within the law. And that is why I believe you need \ncomprehensive legislation to ensure that all ISPs and not just \nthe good guys are protecting users' privacies.\n    Public Knowledge is eager to work with the Committee to \ncraft privacy legislation that will protect all Internet users.\n    I look forward to your questions."
break,break,break,break,break
"","","dorgan","Senator Dorgan","        1. Purpose: What purpose is the collected data being used for?"
break,break,break,break,break
"","","dorgan","Senator Dorgan","        2. Collection: How is the data collected and utilized?"
break,break,break,break,break
"","","dorgan","Senator Dorgan","        3. Consent: How was affirmative informed consent obtained?"
break,break,break,break,break
